event_id,order_id,event_type,event_time,actor_type,actor_id,source_system
EV-001445,O00492,ORDER_CREATED,2026-08-26T17:09:00,customer,C0015,order_platform
EV-001446,O00492,PICKED_UP,2026-08-26T17:34:44.467541,driver,D101,order_platform
EV-001447,O00493,ORDER_CREATED,2026-08-01T12:49:00,customer,C0243,order_platform
EV-001448,O00493,PICKED_UP,2026-08-01T13:06:55.188378,driver,D032,order_platform
EV-001449,O00493,DELIVERED,2026-08-01T14:05:02.111690,driver,D032,order_platform
EV-001450,O00494,ORDER_CREATED,2026-08-06T14:47:00,customer,C0055,order_platform
EV-001451,O00494,PICKED_UP,2026-08-06T15:11:13.290322,driver,D119,order_platform
EV-001452,O00494,DELIVERED,2026-08-06T15:26:09.157721,driver,D119,order_platform
EV-001453,O00495,ORDER_CREATED,2026-08-11T11:15:00,customer,C0209,order_platform
EV-001454,O00495,PICKED_UP,2026-08-11T11:47:59.729444,driver,D062,order_platform
EV-001455,O00496,ORDER_CREATED,2026-08-04T14:50:00,customer,C0033,order_platform
EV-001456,O00496,PICKED_UP,2026-08-04T14:59:12.709125,driver,D001,order_platform
EV-001457,O00496,DELIVERED,2026-08-04T15:48:57.375761,driver,D001,order_platform
EV-001458,O00497,ORDER_CREATED,2026-08-13T19:22:00,customer,C0482,order_platform
EV-001459,O00497,PICKED_UP,2026-08-13T20:14:53.614453,driver,D075,order_platform
EV-001460,O00497,DELIVERED,2026-08-13T21:16:04.765594,driver,D075,order_platform
EV-001461,O00498,ORDER_CREATED,2026-08-16T18:42:00,customer,C0888,order_platform
EV-001462,O00498,PICKED_UP,2026-08-16T19:01:54.646696,driver,D119,order_platform
EV-001463,O00499,ORDER_CREATED,2026-08-26T20:43:00,customer,C0277,order_platform
EV-001464,O00499,PICKED_UP,2026-08-26T21:14:02.441452,driver,D104,order_platform
EV-001465,O00499,DELIVERED,2026-08-26T22:05:43.231907,driver,D104,order_platform
EV-001466,O00500,ORDER_CREATED,2026-08-07T19:55:00,customer,C0822,order_platform
EV-001467,O00500,PICKED_UP,2026-08-07T20:09:07.662397,driver,D007,order_platform
EV-001468,O00500,DELIVERED,2026-08-07T20:59:18.080821,driver,D007,order_platform
EV-001469,O00501,ORDER_CREATED,2026-08-22T19:06:00,customer,C0509,order_platform
EV-001470,O00501,PICKED_UP,2026-08-22T19:33:24.991506,driver,D087,order_platform
EV-001471,O00501,DELIVERED,2026-08-22T20:22:22.012259,driver,D087,order_platform
EV-001472,O00502,ORDER_CREATED,2026-08-21T20:05:00,customer,C0148,order_platform
EV-001473,O00502,PICKED_UP,2026-08-21T20:28:17.555642,driver,D098,order_platform
EV-001474,O00502,DELIVERED,2026-08-21T20:59:16.781520,driver,D098,order_platform
EV-001475,O00503,ORDER_CREATED,2026-08-24T19:12:00,customer,C0881,order_platform
EV-001476,O00503,PICKED_UP,2026-08-24T19:40:06.518413,driver,D088,order_platform
EV-001477,O00503,DELIVERED,2026-08-24T20:31:00.878093,driver,D088,order_platform
EV-001478,O00504,ORDER_CREATED,2026-08-20T19:06:00,customer,C0716,order_platform
EV-001479,O00504,PICKED_UP,2026-08-20T19:37:47.238817,driver,D023,order_platform
EV-001480,O00504,DELIVERED,2026-08-20T20:22:24.409143,driver,D023,order_platform
EV-001481,O00505,ORDER_CREATED,2026-08-20T16:32:00,customer,C0479,order_platform
EV-001482,O00505,PICKED_UP,2026-08-20T16:59:35.581676,driver,D081,order_platform
EV-001483,O00505,DELIVERED,2026-08-20T17:52:48.639434,driver,D081,order_platform
EV-001484,O00506,ORDER_CREATED,2026-08-08T19:03:00,customer,C0274,order_platform
EV-001485,O00506,PICKED_UP,2026-08-08T19:19:30.312766,driver,D105,order_platform
EV-001486,O00506,DELIVERED,2026-08-08T20:00:32.805129,driver,D105,order_platform
EV-001487,O00507,ORDER_CREATED,2026-08-17T20:18:00,customer,C0399,order_platform
EV-001488,O00507,PICKED_UP,2026-08-17T20:40:18.973164,driver,D059,order_platform
EV-001489,O00507,DELIVERED,2026-08-17T21:25:25.528884,driver,D059,order_platform
EV-001490,O00508,ORDER_CREATED,2026-08-10T21:13:00,customer,C0499,order_platform
EV-001491,O00508,PICKED_UP,2026-08-10T21:53:24.611482,driver,D051,order_platform
EV-001492,O00508,DELIVERED,2026-08-10T22:37:41.070276,driver,D051,order_platform
EV-001493,O00509,ORDER_CREATED,2026-08-02T12:32:00,customer,C0519,order_platform
EV-001494,O00509,PICKED_UP,2026-08-02T12:51:46.364440,driver,D052,order_platform
EV-001495,O00509,DELIVERED,2026-08-02T13:43:14.227492,driver,D052,order_platform
EV-001496,O00510,ORDER_CREATED,2026-08-26T19:05:00,customer,C0797,order_platform
EV-001497,O00510,PICKED_UP,2026-08-26T19:29:57.992323,driver,D065,order_platform
EV-001498,O00510,DELIVERED,2026-08-26T20:30:54.899123,driver,D065,order_platform
EV-001499,O00511,ORDER_CREATED,2026-08-09T19:06:00,customer,C0064,order_platform
EV-001500,O00511,PICKED_UP,2026-08-09T19:26:39.457940,driver,D015,order_platform
EV-001501,O00511,DELIVERED,2026-08-09T20:24:14.113395,driver,D015,order_platform
EV-001502,O00512,ORDER_CREATED,2026-08-27T18:51:00,customer,C0190,order_platform
EV-001503,O00512,PICKED_UP,2026-08-27T19:16:59.110922,driver,D062,order_platform
EV-001504,O00512,DELIVERED,2026-08-27T20:03:15.140941,driver,D062,order_platform
EV-001505,O00513,ORDER_CREATED,2026-08-06T11:28:00,customer,C0109,order_platform
EV-001506,O00513,PICKED_UP,2026-08-06T12:13:16.032656,driver,D078,order_platform
EV-001507,O00513,DELIVERED,2026-08-06T13:10:37.271716,driver,D078,order_platform
EV-001508,O00514,ORDER_CREATED,2026-08-10T11:33:00,customer,C0419,order_platform
EV-001509,O00514,PICKED_UP,2026-08-10T11:56:41.364381,driver,D014,order_platform
EV-001510,O00514,DELIVERED,2026-08-10T12:52:29.021367,driver,D014,order_platform
EV-001511,O00515,ORDER_CREATED,2026-08-02T13:19:00,customer,C0672,order_platform
EV-001512,O00515,PICKED_UP,2026-08-02T13:49:46.710718,driver,D033,order_platform
EV-001513,O00515,DELIVERED,2026-08-02T14:28:28.839181,driver,D033,order_platform
EV-001514,O00516,ORDER_CREATED,2026-08-14T22:09:00,customer,C0001,order_platform
EV-001515,O00516,PICKED_UP,2026-08-14T22:24:35.856083,driver,D119,order_platform
EV-001516,O00516,DELIVERED,2026-08-14T22:52:14.077541,driver,D119,order_platform
EV-001517,O00517,ORDER_CREATED,2026-08-20T15:17:00,customer,C0328,order_platform
EV-001518,O00517,PICKED_UP,2026-08-20T15:46:52.677476,driver,D076,order_platform
EV-001519,O00517,DELIVERED,2026-08-20T16:34:46.946537,driver,D076,order_platform
EV-001520,O00518,ORDER_CREATED,2026-08-13T22:50:00,customer,C0493,order_platform
EV-001521,O00518,PICKED_UP,2026-08-13T23:08:58.139851,driver,D102,order_platform
EV-001522,O00518,DELIVERED,2026-08-14T00:13:54.923342,driver,D102,order_platform
EV-001523,O00519,ORDER_CREATED,2026-08-25T17:22:00,customer,C0864,order_platform
EV-001524,O00519,PICKED_UP,2026-08-25T17:51:51.099458,driver,D083,order_platform
EV-001525,O00519,DELIVERED,2026-08-25T18:26:03.977828,driver,D083,order_platform
EV-001526,O00520,ORDER_CREATED,2026-08-09T11:46:00,customer,C0489,order_platform
EV-001527,O00520,PICKED_UP,2026-08-09T12:14:11.608672,driver,D089,order_platform
EV-001528,O00520,DELIVERED,2026-08-09T13:08:00.653735,driver,D089,order_platform
EV-001529,O00521,ORDER_CREATED,2026-08-27T14:40:00,customer,C0854,order_platform
EV-001530,O00521,PICKED_UP,2026-08-27T14:58:13.980566,driver,D038,order_platform
EV-001531,O00521,DELIVERED,2026-08-27T15:54:11.349727,driver,D038,order_platform
EV-001532,O00522,ORDER_CREATED,2026-08-16T20:00:00,customer,C0748,order_platform
EV-001533,O00522,PICKED_UP,2026-08-16T20:22:48.526265,driver,D015,order_platform
EV-001534,O00522,DELIVERED,2026-08-16T21:29:40.702440,driver,D015,order_platform
EV-001535,O00523,ORDER_CREATED,2026-08-23T18:22:00,customer,C0865,order_platform
EV-001536,O00523,PICKED_UP,2026-08-23T18:55:41.930569,driver,D039,order_platform
EV-001537,O00523,DELIVERED,2026-08-23T19:47:53.336916,driver,D039,order_platform
EV-001538,O00524,ORDER_CREATED,2026-08-12T22:27:00,customer,C0611,order_platform
EV-001539,O00524,PICKED_UP,2026-08-12T22:51:29.102072,driver,D015,order_platform
EV-001540,O00524,DELIVERED,2026-08-12T23:27:58.269309,driver,D015,order_platform
EV-001541,O00525,ORDER_CREATED,2026-08-10T22:41:00,customer,C0280,order_platform
EV-001542,O00525,PICKED_UP,2026-08-10T23:07:35.282202,driver,D107,order_platform
EV-001543,O00525,DELIVERED,2026-08-10T23:52:57.894133,driver,D107,order_platform
EV-001544,O00526,ORDER_CREATED,2026-08-16T14:33:00,customer,C0833,order_platform
EV-001545,O00526,PICKED_UP,2026-08-16T15:17:53.581660,driver,D100,order_platform
EV-001546,O00526,DELIVERED,2026-08-16T16:11:11.602959,driver,D100,order_platform
EV-001547,O00527,ORDER_CREATED,2026-08-22T21:10:00,customer,C0480,order_platform
EV-001548,O00527,PICKED_UP,2026-08-22T21:55:49.639157,driver,D050,order_platform
EV-001549,O00527,DELIVERED,2026-08-22T22:21:18.666861,driver,D050,order_platform
EV-001550,O00528,ORDER_CREATED,2026-08-16T23:17:00,customer,C0367,order_platform
EV-001551,O00528,PICKED_UP,2026-08-16T23:31:38.263244,driver,D020,order_platform
EV-001552,O00528,DELIVERED,2026-08-17T00:15:52.556292,driver,D020,order_platform
EV-001553,O00529,ORDER_CREATED,2026-08-01T20:15:00,customer,C0828,order_platform
EV-001554,O00529,PICKED_UP,2026-08-01T20:26:07.771825,driver,D089,order_platform
EV-001555,O00530,ORDER_CREATED,2026-08-16T12:27:00,customer,C0634,order_platform
EV-001556,O00530,PICKED_UP,2026-08-16T12:45:47.645194,driver,D010,order_platform
EV-001557,O00530,DELIVERED,2026-08-16T13:01:57.626904,driver,D010,order_platform
EV-001558,O00531,ORDER_CREATED,2026-08-06T13:54:00,customer,C0586,order_platform
EV-001559,O00531,PICKED_UP,2026-08-06T14:25:27.840160,driver,D081,order_platform
EV-001560,O00532,ORDER_CREATED,2026-08-14T11:12:00,customer,C0381,order_platform
EV-001561,O00532,PICKED_UP,2026-08-14T11:34:31.657150,driver,D007,order_platform
EV-001562,O00532,DELIVERED,2026-08-14T11:56:02.760445,driver,D007,order_platform
EV-001563,O00533,ORDER_CREATED,2026-08-14T15:57:00,customer,C0095,order_platform
EV-001564,O00533,PICKED_UP,2026-08-14T16:37:12.401763,driver,D072,order_platform
EV-001565,O00533,DELIVERED,2026-08-14T17:11:33.220021,driver,D072,order_platform
EV-001566,O00534,ORDER_CREATED,2026-08-28T13:23:00,customer,C0320,order_platform
EV-001567,O00534,PICKED_UP,2026-08-28T13:49:37.407434,driver,D111,order_platform
EV-001568,O00534,DELIVERED,2026-08-28T14:44:49.614480,driver,D111,order_platform
EV-001569,O00535,ORDER_CREATED,2026-08-04T11:58:00,customer,C0299,order_platform
EV-001570,O00535,PICKED_UP,2026-08-04T12:29:53.051296,driver,D010,order_platform
EV-001571,O00535,DELIVERED,2026-08-04T13:17:42.377460,driver,D010,order_platform
EV-001572,O00536,ORDER_CREATED,2026-08-14T18:16:00,customer,C0056,order_platform
EV-001573,O00536,PICKED_UP,2026-08-14T18:36:34.766424,driver,D030,order_platform
EV-001574,O00536,DELIVERED,2026-08-14T19:16:01.586065,driver,D030,order_platform
EV-001575,O00537,ORDER_CREATED,2026-08-17T20:10:00,customer,C0649,order_platform
EV-001576,O00537,PICKED_UP,2026-08-17T20:33:09.136903,driver,D048,order_platform
EV-001577,O00537,DELIVERED,2026-08-17T21:23:10.761992,driver,D048,order_platform
EV-001578,O00538,ORDER_CREATED,2026-08-13T18:24:00,customer,C0053,order_platform
EV-001579,O00538,PICKED_UP,2026-08-13T18:45:31.965439,driver,D041,order_platform
EV-001580,O00538,DELIVERED,2026-08-13T19:12:51.930961,driver,D041,order_platform
EV-001581,O00539,ORDER_CREATED,2026-08-06T14:34:00,customer,C0221,order_platform
EV-001582,O00539,PICKED_UP,2026-08-06T15:21:38.611073,driver,D083,order_platform
EV-001583,O00539,DELIVERED,2026-08-06T16:05:43.810322,driver,D083,order_platform
EV-001584,O00540,ORDER_CREATED,2026-08-20T23:20:00,customer,C0131,order_platform
EV-001585,O00540,PICKED_UP,2026-08-20T23:48:59.461859,driver,D037,order_platform
EV-001586,O00540,DELIVERED,2026-08-21T00:27:34.705324,driver,D037,order_platform
EV-001587,O00541,ORDER_CREATED,2026-08-09T13:01:00,customer,C0447,order_platform
EV-001588,O00541,PICKED_UP,2026-08-09T13:21:17.843451,driver,D094,order_platform
EV-001589,O00541,DELIVERED,2026-08-09T13:58:21.685308,driver,D094,order_platform
EV-001590,O00542,ORDER_CREATED,2026-08-19T19:54:00,customer,C0220,order_platform
EV-001591,O00542,PICKED_UP,2026-08-19T20:08:27.829813,driver,D004,order_platform
EV-001592,O00542,DELIVERED,2026-08-19T20:33:18.355194,driver,D004,order_platform
EV-001593,O00543,ORDER_CREATED,2026-08-21T16:19:00,customer,C0305,order_platform
EV-001594,O00543,PICKED_UP,2026-08-21T16:45:49.876920,driver,D048,order_platform
EV-001595,O00543,DELIVERED,2026-08-21T17:30:03.893237,driver,D048,order_platform
EV-001596,O00544,ORDER_CREATED,2026-08-13T17:07:00,customer,C0895,order_platform
EV-001597,O00544,PICKED_UP,2026-08-13T17:52:30.152236,driver,D029,order_platform
EV-001598,O00544,DELIVERED,2026-08-13T18:51:42.909258,driver,D029,order_platform
EV-001599,O00545,ORDER_CREATED,2026-08-24T20:54:00,customer,C0030,order_platform
EV-001600,O00545,PICKED_UP,2026-08-24T21:12:08.261553,driver,D014,order_platform
EV-001601,O00545,DELIVERED,2026-08-24T22:09:00.757942,driver,D014,order_platform
EV-001602,O00546,ORDER_CREATED,2026-08-10T12:56:00,customer,C0804,order_platform
EV-001603,O00546,PICKED_UP,2026-08-10T13:34:45.308038,driver,D027,order_platform
EV-001604,O00546,DELIVERED,2026-08-10T14:29:18.720959,driver,D027,order_platform
EV-001605,O00547,ORDER_CREATED,2026-08-08T12:18:00,customer,C0186,order_platform
EV-001606,O00547,PICKED_UP,2026-08-08T12:57:18.723239,driver,D027,order_platform
EV-001607,O00547,DELIVERED,2026-08-08T13:27:12.771378,driver,D027,order_platform
EV-001608,O00548,ORDER_CREATED,2026-08-04T15:31:00,customer,C0886,order_platform
EV-001609,O00548,PICKED_UP,2026-08-04T15:57:01.438598,driver,D113,order_platform
EV-001610,O00549,ORDER_CREATED,2026-08-26T23:52:00,customer,C0245,order_platform
EV-001611,O00549,PICKED_UP,2026-08-27T00:07:05.718153,driver,D073,order_platform
EV-001612,O00549,DELIVERED,2026-08-27T00:49:14.246949,driver,D073,order_platform
EV-001613,O00550,ORDER_CREATED,2026-08-26T22:58:00,customer,C0638,order_platform
EV-001614,O00550,PICKED_UP,2026-08-26T23:22:58.205426,driver,D013,order_platform
EV-001615,O00550,DELIVERED,2026-08-26T23:58:31.592815,driver,D013,order_platform
EV-001616,O00551,ORDER_CREATED,2026-08-28T11:35:00,customer,C0262,order_platform
EV-001617,O00551,PICKED_UP,2026-08-28T12:15:35.806491,driver,D046,order_platform
EV-001618,O00551,DELIVERED,2026-08-28T12:38:02.209787,driver,D046,order_platform
EV-001619,O00552,ORDER_CREATED,2026-08-23T13:46:00,customer,C0509,order_platform
EV-001620,O00552,PICKED_UP,2026-08-23T14:01:11.507940,driver,D112,order_platform
EV-001621,O00552,DELIVERED,2026-08-23T15:00:05.809129,driver,D112,order_platform
EV-001622,O00553,ORDER_CREATED,2026-08-14T13:11:00,customer,C0398,order_platform
EV-001623,O00553,PICKED_UP,2026-08-14T13:32:54.652815,driver,D111,order_platform
EV-001624,O00553,DELIVERED,2026-08-14T14:26:41.202511,driver,D111,order_platform
EV-001625,O00554,ORDER_CREATED,2026-08-06T18:00:00,customer,C0172,order_platform
EV-001626,O00554,PICKED_UP,2026-08-06T18:28:45.229545,driver,D106,order_platform
EV-001627,O00554,DELIVERED,2026-08-06T19:03:02.191603,driver,D106,order_platform
EV-001628,O00555,ORDER_CREATED,2026-08-24T14:39:00,customer,C0455,order_platform
EV-001629,O00555,PICKED_UP,2026-08-24T15:12:04.550171,driver,D061,order_platform
EV-001630,O00555,DELIVERED,2026-08-24T15:51:09.292316,driver,D061,order_platform
EV-001631,O00556,ORDER_CREATED,2026-08-04T12:23:00,customer,C0325,order_platform
EV-001632,O00556,PICKED_UP,2026-08-04T13:00:26.283813,driver,D016,order_platform
EV-001633,O00556,DELIVERED,2026-08-04T13:57:53.064292,driver,D016,order_platform
EV-001634,O00557,ORDER_CREATED,2026-08-19T18:36:00,customer,C0751,order_platform
EV-001635,O00557,PICKED_UP,2026-08-19T19:19:10.589133,driver,D078,order_platform
EV-001636,O00557,DELIVERED,2026-08-19T19:58:04.366853,driver,D078,order_platform
EV-001637,O00558,ORDER_CREATED,2026-08-24T18:32:00,customer,C0391,order_platform
EV-001638,O00558,PICKED_UP,2026-08-24T18:55:29.919368,driver,D034,order_platform
EV-001639,O00558,DELIVERED,2026-08-24T19:50:28.349175,driver,D034,order_platform
EV-001640,O00559,ORDER_CREATED,2026-08-23T14:13:00,customer,C0058,order_platform
EV-001641,O00559,PICKED_UP,2026-08-23T14:53:18.973648,driver,D011,order_platform
EV-001642,O00559,DELIVERED,2026-08-23T15:44:54.960918,driver,D011,order_platform
EV-001643,O00560,ORDER_CREATED,2026-08-14T11:45:00,customer,C0826,order_platform
EV-001644,O00560,PICKED_UP,2026-08-14T12:00:44.946851,driver,D088,order_platform
EV-001645,O00560,DELIVERED,2026-08-14T12:58:54.609834,driver,D088,order_platform
EV-001646,O00561,ORDER_CREATED,2026-08-18T21:51:00,customer,C0425,order_platform
EV-001647,O00561,PICKED_UP,2026-08-18T22:28:50.563270,driver,D118,order_platform
EV-001648,O00561,DELIVERED,2026-08-18T23:21:02.274774,driver,D118,order_platform
EV-001649,O00562,ORDER_CREATED,2026-08-05T22:36:00,customer,C0897,order_platform
EV-001650,O00562,PICKED_UP,2026-08-05T23:05:51.717309,driver,D119,order_platform
EV-001651,O00562,DELIVERED,2026-08-05T23:50:42.831947,driver,D119,order_platform
EV-001652,O00563,ORDER_CREATED,2026-08-21T12:50:00,customer,C0231,order_platform
EV-001653,O00563,PICKED_UP,2026-08-21T13:32:03.411847,driver,D071,order_platform
EV-001654,O00563,DELIVERED,2026-08-21T14:23:46.045714,driver,D071,order_platform
EV-001655,O00564,ORDER_CREATED,2026-08-18T21:29:00,customer,C0394,order_platform
EV-001656,O00564,PICKED_UP,2026-08-18T22:13:49.911829,driver,D006,order_platform
EV-001657,O00564,DELIVERED,2026-08-18T22:54:54.726945,driver,D006,order_platform
EV-001658,O00565,ORDER_CREATED,2026-08-07T16:02:00,customer,C0143,order_platform
EV-001659,O00565,PICKED_UP,2026-08-07T16:45:28.733138,driver,D073,order_platform
EV-001660,O00565,DELIVERED,2026-08-07T17:53:38.229136,driver,D073,order_platform
EV-001661,O00566,ORDER_CREATED,2026-08-10T21:28:00,customer,C0857,order_platform
EV-001662,O00566,PICKED_UP,2026-08-10T21:43:51.681136,driver,D038,order_platform
EV-001663,O00566,DELIVERED,2026-08-10T22:36:48.335511,driver,D038,order_platform
EV-001664,O00567,ORDER_CREATED,2026-08-23T20:44:00,customer,C0426,order_platform
EV-001665,O00567,PICKED_UP,2026-08-23T21:05:27.434456,driver,D119,order_platform
EV-001666,O00567,DELIVERED,2026-08-23T21:53:35.758674,driver,D119,order_platform
EV-001667,O00568,ORDER_CREATED,2026-08-11T12:43:00,customer,C0008,order_platform
EV-001668,O00568,PICKED_UP,2026-08-11T13:20:23.122966,driver,D025,order_platform
EV-001669,O00568,DELIVERED,2026-08-11T14:11:01.696364,driver,D025,order_platform
EV-001670,O00569,ORDER_CREATED,2026-08-13T14:13:00,customer,C0655,order_platform
EV-001671,O00569,PICKED_UP,2026-08-13T14:53:14.823896,driver,D082,order_platform
EV-001672,O00570,ORDER_CREATED,2026-08-23T18:29:00,customer,C0579,order_platform
EV-001673,O00570,PICKED_UP,2026-08-23T18:57:55.178669,driver,D059,order_platform
EV-001674,O00570,DELIVERED,2026-08-23T19:40:30.359754,driver,D059,order_platform
EV-001675,O00571,ORDER_CREATED,2026-08-10T21:44:00,customer,C0189,order_platform
EV-001676,O00571,PICKED_UP,2026-08-10T22:06:50.893028,driver,D068,order_platform
EV-001677,O00571,DELIVERED,2026-08-10T22:56:51.582778,driver,D068,order_platform
EV-001678,O00572,ORDER_CREATED,2026-08-16T20:39:00,customer,C0633,order_platform
EV-001679,O00572,PICKED_UP,2026-08-16T21:00:46.237967,driver,D070,order_platform
EV-001680,O00573,ORDER_CREATED,2026-08-07T14:29:00,customer,C0274,order_platform
EV-001681,O00573,PICKED_UP,2026-08-07T14:47:40.652836,driver,D081,order_platform
EV-001682,O00573,DELIVERED,2026-08-07T15:37:03.177501,driver,D081,order_platform
EV-001683,O00574,ORDER_CREATED,2026-08-10T21:50:00,customer,C0551,order_platform
EV-001684,O00574,PICKED_UP,2026-08-10T22:43:50.139209,driver,D033,order_platform
EV-001685,O00574,DELIVERED,2026-08-10T23:39:42.075043,driver,D033,order_platform
EV-001686,O00575,ORDER_CREATED,2026-08-26T22:27:00,customer,C0327,order_platform
EV-001687,O00575,PICKED_UP,2026-08-26T22:49:18.059041,driver,D062,order_platform
EV-001688,O00575,DELIVERED,2026-08-26T23:14:35.812322,driver,D062,order_platform
EV-001689,O00576,ORDER_CREATED,2026-08-27T20:58:00,customer,C0064,order_platform
EV-001690,O00576,PICKED_UP,2026-08-27T21:06:40.753343,driver,D063,order_platform
EV-001691,O00576,DELIVERED,2026-08-27T21:51:27.110822,driver,D063,order_platform
EV-001692,O00577,ORDER_CREATED,2026-08-24T13:29:00,customer,C0898,order_platform
EV-001693,O00577,PICKED_UP,2026-08-24T14:00:11.775971,driver,D017,order_platform
EV-001694,O00577,DELIVERED,2026-08-24T14:56:02.387591,driver,D017,order_platform
EV-001695,O00578,ORDER_CREATED,2026-08-21T11:37:00,customer,C0789,order_platform
EV-001696,O00578,PICKED_UP,2026-08-21T12:07:04.509196,driver,D065,order_platform
EV-001697,O00578,DELIVERED,2026-08-21T13:05:34.778572,driver,D065,order_platform
EV-001698,O00579,ORDER_CREATED,2026-08-14T12:40:00,customer,C0541,order_platform
EV-001699,O00579,PICKED_UP,2026-08-14T13:12:08.500404,driver,D087,order_platform
EV-001700,O00579,DELIVERED,2026-08-14T13:43:03.828669,driver,D087,order_platform
EV-001701,O00580,ORDER_CREATED,2026-08-12T18:39:00,customer,C0780,order_platform
EV-001702,O00580,PICKED_UP,2026-08-12T19:09:58.918143,driver,D090,order_platform
EV-001703,O00580,DELIVERED,2026-08-12T19:58:13.239126,driver,D090,order_platform
EV-001704,O00581,ORDER_CREATED,2026-08-24T19:08:00,customer,C0537,order_platform
EV-001705,O00581,PICKED_UP,2026-08-24T19:37:35.329796,driver,D001,order_platform
EV-001706,O00581,DELIVERED,2026-08-24T19:51:39.594852,driver,D001,order_platform
EV-001707,O00582,ORDER_CREATED,2026-08-13T12:50:00,customer,C0547,order_platform
EV-001708,O00582,PICKED_UP,2026-08-13T13:12:56.484126,driver,D027,order_platform
EV-001709,O00582,DELIVERED,2026-08-13T14:05:53.849772,driver,D027,order_platform
EV-001710,O00583,ORDER_CREATED,2026-08-19T17:57:00,customer,C0244,order_platform
EV-001711,O00583,PICKED_UP,2026-08-19T18:30:59.304380,driver,D058,order_platform
EV-001712,O00583,DELIVERED,2026-08-19T19:25:31.004172,driver,D058,order_platform
EV-001713,O00584,ORDER_CREATED,2026-08-26T13:15:00,customer,C0107,order_platform
EV-001714,O00584,PICKED_UP,2026-08-26T13:30:32.154029,driver,D107,order_platform
EV-001715,O00584,DELIVERED,2026-08-26T14:12:35.173953,driver,D107,order_platform
EV-001716,O00585,ORDER_CREATED,2026-08-17T14:35:00,customer,C0096,order_platform
EV-001717,O00585,PICKED_UP,2026-08-17T14:52:52.598199,driver,D076,order_platform
EV-001718,O00585,DELIVERED,2026-08-17T15:43:32.651260,driver,D076,order_platform
EV-001719,O00586,ORDER_CREATED,2026-08-09T17:07:00,customer,C0894,order_platform
EV-001720,O00586,PICKED_UP,2026-08-09T17:25:28.275819,driver,D071,order_platform
EV-001721,O00587,ORDER_CREATED,2026-08-15T16:53:00,customer,C0036,order_platform
EV-001722,O00587,PICKED_UP,2026-08-15T17:28:22.841664,driver,D069,order_platform
EV-001723,O00588,ORDER_CREATED,2026-08-16T19:25:00,customer,C0740,order_platform
EV-001724,O00588,PICKED_UP,2026-08-16T19:47:23.902976,driver,D102,order_platform
EV-001725,O00588,DELIVERED,2026-08-16T20:26:42.890591,driver,D102,order_platform
EV-001726,O00589,ORDER_CREATED,2026-08-11T21:46:00,customer,C0131,order_platform
EV-001727,O00589,PICKED_UP,2026-08-11T22:13:15.837370,driver,D040,order_platform
EV-001728,O00589,DELIVERED,2026-08-11T22:51:28.197529,driver,D040,order_platform
EV-001729,O00590,ORDER_CREATED,2026-08-03T15:44:00,customer,C0539,order_platform
EV-001730,O00590,PICKED_UP,2026-08-03T16:14:52.442083,driver,D027,order_platform
EV-001731,O00590,DELIVERED,2026-08-03T17:14:50.572525,driver,D027,order_platform
EV-001732,O00591,ORDER_CREATED,2026-08-16T23:20:00,customer,C0799,order_platform
EV-001733,O00591,PICKED_UP,2026-08-17T00:01:40.686745,driver,D016,order_platform
EV-001734,O00591,DELIVERED,2026-08-17T00:56:26.421266,driver,D016,order_platform
EV-001735,O00592,ORDER_CREATED,2026-08-01T19:29:00,customer,C0378,order_platform
EV-001736,O00592,PICKED_UP,2026-08-01T20:06:57.820186,driver,D084,order_platform
EV-001737,O00592,DELIVERED,2026-08-01T21:00:57.728203,driver,D084,order_platform
EV-001738,O00593,ORDER_CREATED,2026-08-12T17:28:00,customer,C0854,order_platform
EV-001739,O00593,PICKED_UP,2026-08-12T17:58:43.163694,driver,D079,order_platform
EV-001740,O00593,DELIVERED,2026-08-12T18:52:18.250394,driver,D079,order_platform
EV-001741,O00594,ORDER_CREATED,2026-08-15T13:01:00,customer,C0833,order_platform
EV-001742,O00594,PICKED_UP,2026-08-15T13:31:04.239079,driver,D092,order_platform
EV-001743,O00594,DELIVERED,2026-08-15T14:17:47.752027,driver,D092,order_platform
EV-001744,O00595,ORDER_CREATED,2026-08-24T22:12:00,customer,C0813,order_platform
EV-001745,O00595,PICKED_UP,2026-08-24T22:29:45.638022,driver,D117,order_platform
EV-001746,O00595,DELIVERED,2026-08-24T22:52:02.200041,driver,D117,order_platform
EV-001747,O00596,ORDER_CREATED,2026-08-08T12:06:00,customer,C0241,order_platform
EV-001748,O00596,PICKED_UP,2026-08-08T12:31:11.137044,driver,D046,order_platform
EV-001749,O00596,DELIVERED,2026-08-08T13:30:38.018411,driver,D046,order_platform
EV-001750,O00597,ORDER_CREATED,2026-08-20T16:00:00,customer,C0060,order_platform
EV-001751,O00597,PICKED_UP,2026-08-20T16:22:17.123891,driver,D100,order_platform
EV-001752,O00597,DELIVERED,2026-08-20T16:49:10.321084,driver,D100,order_platform
EV-001753,O00598,ORDER_CREATED,2026-08-01T19:27:00,customer,C0700,order_platform
EV-001754,O00598,PICKED_UP,2026-08-01T20:05:44.371823,driver,D076,order_platform
EV-001755,O00598,DELIVERED,2026-08-01T20:53:03.060462,driver,D076,order_platform
EV-001756,O00599,ORDER_CREATED,2026-08-22T23:53:00,customer,C0293,order_platform
