action_id,order_id,customer_id,action_type,action_at,channel
ACT-00316,O01374,C0288,ETA_VIEWED,2026-08-27T18:18:00,mobile_app
ACT-00317,O01374,C0288,ETA_VIEWED,2026-08-27T18:23:00,mobile_app
ACT-00318,O01417,C0581,ETA_VIEWED,2026-08-12T13:42:00,mobile_app
ACT-00319,O01417,C0581,ETA_VIEWED,2026-08-12T13:34:00,mobile_app
ACT-00320,O01417,C0581,ETA_VIEWED,2026-08-12T13:42:00,mobile_app
ACT-00321,O00207,C0470,ETA_VIEWED,2026-08-09T11:36:00,mobile_app
ACT-00322,O00207,C0470,ETA_VIEWED,2026-08-09T11:40:00,mobile_app
ACT-00323,O00207,C0470,SUPPORT_OPENED,2026-08-09T12:17:09.434287,mobile_app
ACT-00324,O00150,C0747,ETA_VIEWED,2026-08-24T20:14:00,mobile_app
ACT-00325,O00608,C0752,ETA_VIEWED,2026-08-15T21:09:00,mobile_app
ACT-00326,O00608,C0752,ETA_VIEWED,2026-08-15T21:01:00,mobile_app
ACT-00327,O00608,C0752,ETA_VIEWED,2026-08-15T20:59:00,mobile_app
ACT-00328,O01201,C0824,ETA_VIEWED,2026-08-26T15:32:00,mobile_app
ACT-00329,O00271,C0227,ETA_VIEWED,2026-08-10T18:54:00,mobile_app
ACT-00330,O00271,C0227,ETA_VIEWED,2026-08-10T18:46:00,mobile_app
ACT-00331,O00271,C0227,ETA_VIEWED,2026-08-10T18:57:00,mobile_app
ACT-00332,O00481,C0811,ETA_VIEWED,2026-08-23T18:05:00,mobile_app
ACT-00333,O01548,C0197,ETA_VIEWED,2026-08-04T12:55:00,mobile_app
ACT-00334,O01548,C0197,ETA_VIEWED,2026-08-04T12:47:00,mobile_app
ACT-00335,O01548,C0197,ETA_VIEWED,2026-08-04T12:49:00,mobile_app
ACT-00336,O00942,C0834,ETA_VIEWED,2026-08-21T22:33:00,mobile_app
ACT-00337,O00942,C0834,ETA_VIEWED,2026-08-21T22:19:00,mobile_app
ACT-00338,O00963,C0255,ETA_VIEWED,2026-08-16T14:03:00,mobile_app
ACT-00339,O00963,C0255,ETA_VIEWED,2026-08-16T14:01:00,mobile_app
ACT-00340,O01299,C0800,ETA_VIEWED,2026-08-28T17:39:00,mobile_app
ACT-00341,O01299,C0800,ETA_VIEWED,2026-08-28T17:30:00,mobile_app
ACT-00342,O01299,C0800,ETA_VIEWED,2026-08-28T17:37:00,mobile_app
ACT-00343,O01025,C0392,ETA_VIEWED,2026-08-18T13:42:00,mobile_app
ACT-00344,O01455,C0257,ETA_VIEWED,2026-08-16T18:52:00,mobile_app
ACT-00345,O01455,C0257,SUPPORT_OPENED,2026-08-16T19:34:49.368287,mobile_app
ACT-00346,O00657,C0423,ETA_VIEWED,2026-08-14T15:13:00,mobile_app
ACT-00347,O00657,C0423,ETA_VIEWED,2026-08-14T15:00:00,mobile_app
ACT-00348,O00657,C0423,ETA_VIEWED,2026-08-14T14:52:00,mobile_app
ACT-00349,O00827,C0332,ETA_VIEWED,2026-08-16T19:48:00,mobile_app
ACT-00350,O00827,C0332,ETA_VIEWED,2026-08-16T19:33:00,mobile_app
ACT-00351,O00827,C0332,ETA_VIEWED,2026-08-16T19:46:00,mobile_app
ACT-00352,O00382,C0573,ETA_VIEWED,2026-08-28T21:00:00,mobile_app
ACT-00353,O00382,C0573,ETA_VIEWED,2026-08-28T21:15:00,mobile_app
ACT-00354,O00382,C0573,SUPPORT_OPENED,2026-08-28T22:12:13.123900,mobile_app
ACT-00355,O00077,C0157,ETA_VIEWED,2026-08-15T23:48:00,mobile_app
ACT-00356,O00077,C0157,ETA_VIEWED,2026-08-15T23:40:00,mobile_app
ACT-00357,O00077,C0157,SUPPORT_OPENED,2026-08-16T00:50:21.487268,mobile_app
ACT-00358,O01004,C0502,ETA_VIEWED,2026-08-01T11:54:00,mobile_app
ACT-00359,O01004,C0502,ETA_VIEWED,2026-08-01T11:38:00,mobile_app
ACT-00360,O01070,C0436,ETA_VIEWED,2026-08-13T12:55:00,mobile_app
ACT-00361,O01189,C0129,ETA_VIEWED,2026-08-18T19:41:00,mobile_app
ACT-00362,O01189,C0129,ETA_VIEWED,2026-08-18T19:43:00,mobile_app
ACT-00363,O01091,C0609,ETA_VIEWED,2026-08-05T20:58:00,mobile_app
ACT-00364,O01091,C0609,ETA_VIEWED,2026-08-05T20:53:00,mobile_app
ACT-00365,O00569,C0655,ETA_VIEWED,2026-08-13T14:40:00,mobile_app
ACT-00366,O00569,C0655,ETA_VIEWED,2026-08-13T14:22:00,mobile_app
ACT-00367,O00569,C0655,ETA_VIEWED,2026-08-13T14:36:00,mobile_app
ACT-00368,O01298,C0121,ETA_VIEWED,2026-08-25T14:41:00,mobile_app
ACT-00369,O01298,C0121,ETA_VIEWED,2026-08-25T14:40:00,mobile_app
ACT-00370,O01298,C0121,ETA_VIEWED,2026-08-25T14:54:00,mobile_app
ACT-00371,O00736,C0657,ETA_VIEWED,2026-08-04T20:15:00,mobile_app
ACT-00372,O00964,C0092,ETA_VIEWED,2026-08-23T21:59:00,mobile_app
ACT-00373,O00964,C0092,ETA_VIEWED,2026-08-23T22:09:00,mobile_app
ACT-00374,O00351,C0643,ETA_VIEWED,2026-08-16T20:48:00,mobile_app
ACT-00375,O01443,C0369,ETA_VIEWED,2026-08-01T12:05:00,mobile_app
ACT-00376,O01303,C0487,ETA_VIEWED,2026-08-21T18:32:00,mobile_app
ACT-00377,O00140,C0099,ETA_VIEWED,2026-08-18T20:39:00,mobile_app
ACT-00378,O00140,C0099,ETA_VIEWED,2026-08-18T20:38:00,mobile_app
ACT-00379,O01241,C0181,ETA_VIEWED,2026-08-10T15:06:00,mobile_app
ACT-00380,O01241,C0181,ETA_VIEWED,2026-08-10T15:05:00,mobile_app
ACT-00381,O00884,C0177,ETA_VIEWED,2026-08-19T14:21:00,mobile_app
ACT-00382,O00884,C0177,ETA_VIEWED,2026-08-19T14:41:00,mobile_app
ACT-00383,O00884,C0177,SUPPORT_OPENED,2026-08-19T15:33:45.868172,mobile_app
ACT-00384,O00495,C0209,ETA_VIEWED,2026-08-11T11:34:00,mobile_app
ACT-00385,O01296,C0265,ETA_VIEWED,2026-08-12T20:39:00,mobile_app
ACT-00386,O01296,C0265,ETA_VIEWED,2026-08-12T20:38:00,mobile_app
ACT-00387,O01296,C0265,ETA_VIEWED,2026-08-12T20:50:00,mobile_app
ACT-00388,O01296,C0265,SUPPORT_OPENED,2026-08-12T21:38:55.716283,mobile_app
ACT-00389,O00102,C0263,ETA_VIEWED,2026-08-11T17:06:00,mobile_app
ACT-00390,O00221,C0734,ETA_VIEWED,2026-08-02T19:27:00,mobile_app
ACT-00391,O00969,C0326,ETA_VIEWED,2026-08-23T17:38:00,mobile_app
ACT-00392,O00969,C0326,ETA_VIEWED,2026-08-23T17:33:00,mobile_app
ACT-00393,O00969,C0326,ETA_VIEWED,2026-08-23T17:33:00,mobile_app
ACT-00394,O00348,C0599,ETA_VIEWED,2026-08-07T17:21:00,mobile_app
ACT-00395,O00348,C0599,ETA_VIEWED,2026-08-07T17:23:00,mobile_app
ACT-00396,O00538,C0053,ETA_VIEWED,2026-08-13T18:31:00,mobile_app
ACT-00397,O00674,C0657,ETA_VIEWED,2026-08-23T21:18:00,mobile_app
ACT-00398,O01446,C0664,ETA_VIEWED,2026-08-01T20:46:00,mobile_app
ACT-00399,O01446,C0664,ETA_VIEWED,2026-08-01T20:48:00,mobile_app
ACT-00400,O01446,C0664,ETA_VIEWED,2026-08-01T20:54:00,mobile_app
ACT-00401,O01426,C0461,ETA_VIEWED,2026-08-27T18:47:00,mobile_app
ACT-00402,O01426,C0461,ETA_VIEWED,2026-08-27T18:56:00,mobile_app
ACT-00403,O01426,C0461,ETA_VIEWED,2026-08-27T18:58:00,mobile_app
ACT-00404,O00090,C0435,ETA_VIEWED,2026-08-20T18:12:00,mobile_app
ACT-00405,O00090,C0435,ETA_VIEWED,2026-08-20T18:03:00,mobile_app
ACT-00406,O00090,C0435,ETA_VIEWED,2026-08-20T18:02:00,mobile_app
ACT-00407,O00090,C0435,SUPPORT_OPENED,2026-08-20T19:34:18,mobile_app
ACT-00408,O00105,C0729,ETA_VIEWED,2026-08-08T14:28:00,mobile_app
ACT-00409,O01117,C0810,ETA_VIEWED,2026-08-01T18:44:00,mobile_app
ACT-00410,O01117,C0810,ETA_VIEWED,2026-08-01T18:30:00,mobile_app
ACT-00411,O01117,C0810,ETA_VIEWED,2026-08-01T18:27:00,mobile_app
ACT-00412,O01157,C0175,ETA_VIEWED,2026-08-18T12:30:00,mobile_app
ACT-00413,O01157,C0175,ETA_VIEWED,2026-08-18T12:42:00,mobile_app
ACT-00414,O01157,C0175,ETA_VIEWED,2026-08-18T12:40:00,mobile_app
ACT-00415,O01420,C0501,ETA_VIEWED,2026-08-13T23:35:00,mobile_app
ACT-00416,O01420,C0501,ETA_VIEWED,2026-08-13T23:50:00,mobile_app
ACT-00417,O00562,C0897,ETA_VIEWED,2026-08-05T22:55:00,mobile_app
ACT-00418,O00562,C0897,ETA_VIEWED,2026-08-05T22:46:00,mobile_app
ACT-00419,O00562,C0897,ETA_VIEWED,2026-08-05T22:48:00,mobile_app
ACT-00420,O00362,C0395,ETA_VIEWED,2026-08-11T20:01:00,mobile_app
ACT-00421,O00362,C0395,ETA_VIEWED,2026-08-11T20:10:00,mobile_app
ACT-00422,O00362,C0395,ETA_VIEWED,2026-08-11T20:07:00,mobile_app
ACT-00423,O00515,C0672,ETA_VIEWED,2026-08-02T13:41:00,mobile_app
ACT-00424,O01174,C0627,ETA_VIEWED,2026-08-27T18:25:00,mobile_app
ACT-00425,O01057,C0278,ETA_VIEWED,2026-08-17T19:41:00,mobile_app
ACT-00426,O01057,C0278,ETA_VIEWED,2026-08-17T19:52:00,mobile_app
ACT-00427,O01482,C0489,ETA_VIEWED,2026-08-15T00:00:00,mobile_app
ACT-00428,O01482,C0489,ETA_VIEWED,2026-08-14T23:54:00,mobile_app
ACT-00429,O01482,C0489,ETA_VIEWED,2026-08-14T23:52:00,mobile_app
ACT-00430,O00762,C0653,ETA_VIEWED,2026-08-12T19:07:00,mobile_app
ACT-00431,O00762,C0653,ETA_VIEWED,2026-08-12T19:05:00,mobile_app
ACT-00432,O01087,C0714,ETA_VIEWED,2026-08-02T19:48:00,mobile_app
ACT-00433,O01087,C0714,SUPPORT_OPENED,2026-08-02T20:48:53.850119,mobile_app
ACT-00434,O01262,C0200,ETA_VIEWED,2026-08-09T20:33:00,mobile_app
ACT-00435,O00231,C0761,ETA_VIEWED,2026-08-27T16:01:00,mobile_app
ACT-00436,O00231,C0761,ETA_VIEWED,2026-08-27T16:19:00,mobile_app
ACT-00437,O01225,C0316,ETA_VIEWED,2026-08-24T19:11:00,mobile_app
ACT-00438,O00532,C0381,ETA_VIEWED,2026-08-14T11:25:00,mobile_app
ACT-00439,O00532,C0381,ETA_VIEWED,2026-08-14T11:28:00,mobile_app
ACT-00440,O00532,C0381,ETA_VIEWED,2026-08-14T11:17:00,mobile_app
ACT-00441,O00782,C0559,ETA_VIEWED,2026-08-25T19:11:00,mobile_app
ACT-00442,O00782,C0559,SUPPORT_OPENED,2026-08-25T20:27:36,mobile_app
ACT-00443,O01357,C0583,ETA_VIEWED,2026-08-11T19:21:00,mobile_app
ACT-00444,O01357,C0583,ETA_VIEWED,2026-08-11T19:30:00,mobile_app
ACT-00445,O01357,C0583,ETA_VIEWED,2026-08-11T19:20:00,mobile_app
ACT-00446,O01595,C0305,ETA_VIEWED,2026-08-24T22:34:00,mobile_app
ACT-00447,O01595,C0305,ETA_VIEWED,2026-08-24T22:15:00,mobile_app
ACT-00448,O00505,C0479,ETA_VIEWED,2026-08-20T16:36:00,mobile_app
ACT-00449,O01342,C0381,ETA_VIEWED,2026-08-27T19:45:00,mobile_app
ACT-00450,O01342,C0381,ETA_VIEWED,2026-08-27T19:28:00,mobile_app
ACT-00451,O00750,C0792,ETA_VIEWED,2026-08-09T22:12:00,mobile_app
ACT-00452,O01486,C0685,ETA_VIEWED,2026-08-09T16:44:00,mobile_app
ACT-00453,O01486,C0685,ETA_VIEWED,2026-08-09T16:44:00,mobile_app
ACT-00454,O01486,C0685,ETA_VIEWED,2026-08-09T16:45:00,mobile_app
ACT-00455,O00857,C0244,ETA_VIEWED,2026-08-23T18:33:00,mobile_app
ACT-00456,O00857,C0244,ETA_VIEWED,2026-08-23T18:43:00,mobile_app
ACT-00457,O00857,C0244,SUPPORT_OPENED,2026-08-23T19:42:08.492787,mobile_app
ACT-00458,O00413,C0463,ETA_VIEWED,2026-08-14T17:36:00,mobile_app
ACT-00459,O00413,C0463,ETA_VIEWED,2026-08-14T17:37:00,mobile_app
ACT-00460,O00702,C0532,ETA_VIEWED,2026-08-10T12:20:00,mobile_app
ACT-00461,O00840,C0016,ETA_VIEWED,2026-08-07T13:28:00,mobile_app
ACT-00462,O00840,C0016,ETA_VIEWED,2026-08-07T13:13:00,mobile_app
ACT-00463,O00840,C0016,ETA_VIEWED,2026-08-07T13:18:00,mobile_app
ACT-00464,O01126,C0674,ETA_VIEWED,2026-08-02T15:34:00,mobile_app
ACT-00465,O01126,C0674,ETA_VIEWED,2026-08-02T15:26:00,mobile_app
ACT-00466,O01065,C0689,ETA_VIEWED,2026-08-03T11:43:00,mobile_app
ACT-00467,O01190,C0240,ETA_VIEWED,2026-08-24T22:56:00,mobile_app
ACT-00468,O01190,C0240,ETA_VIEWED,2026-08-24T23:11:00,mobile_app
ACT-00469,O01190,C0240,ETA_VIEWED,2026-08-24T23:10:00,mobile_app
ACT-00470,O01598,C0286,ETA_VIEWED,2026-08-18T20:32:00,mobile_app
ACT-00471,O00334,C0696,ETA_VIEWED,2026-08-27T00:21:00,mobile_app
ACT-00472,O00618,C0175,ETA_VIEWED,2026-08-26T20:20:00,mobile_app
ACT-00473,O00023,C0129,ETA_VIEWED,2026-08-26T23:17:00,mobile_app
ACT-00474,O00744,C0623,ETA_VIEWED,2026-08-17T19:34:00,mobile_app
ACT-00475,O00744,C0623,ETA_VIEWED,2026-08-17T19:32:00,mobile_app
ACT-00476,O00988,C0389,ETA_VIEWED,2026-08-04T13:35:00,mobile_app
ACT-00477,O00988,C0389,ETA_VIEWED,2026-08-04T13:32:00,mobile_app
ACT-00478,O00988,C0389,ETA_VIEWED,2026-08-04T13:27:00,mobile_app
ACT-00479,O00988,C0389,SUPPORT_OPENED,2026-08-04T14:35:34.596669,mobile_app
ACT-00480,O00856,C0735,ETA_VIEWED,2026-08-03T18:31:00,mobile_app
ACT-00481,O00856,C0735,ETA_VIEWED,2026-08-03T18:38:00,mobile_app
ACT-00482,O01098,C0023,ETA_VIEWED,2026-08-10T22:27:00,mobile_app
ACT-00483,O01098,C0023,ETA_VIEWED,2026-08-10T22:36:00,mobile_app
ACT-00484,O00559,C0058,ETA_VIEWED,2026-08-23T14:29:00,mobile_app
ACT-00485,O00559,C0058,ETA_VIEWED,2026-08-23T14:41:00,mobile_app
ACT-00486,O00559,C0058,ETA_VIEWED,2026-08-23T14:24:00,mobile_app
ACT-00487,O00559,C0058,SUPPORT_OPENED,2026-08-23T15:46:48,mobile_app
ACT-00488,O00946,C0815,ETA_VIEWED,2026-08-18T17:44:00,mobile_app
ACT-00489,O00828,C0838,ETA_VIEWED,2026-08-18T19:53:00,mobile_app
ACT-00490,O00828,C0838,ETA_VIEWED,2026-08-18T19:58:00,mobile_app
ACT-00491,O00346,C0897,ETA_VIEWED,2026-08-02T14:12:00,mobile_app
ACT-00492,O01239,C0628,ETA_VIEWED,2026-08-11T20:37:00,mobile_app
ACT-00493,O00814,C0765,ETA_VIEWED,2026-08-03T17:55:00,mobile_app
ACT-00494,O00814,C0765,ETA_VIEWED,2026-08-03T18:02:00,mobile_app
ACT-00495,O00814,C0765,ETA_VIEWED,2026-08-03T18:16:00,mobile_app
ACT-00496,O00093,C0110,ETA_VIEWED,2026-08-02T12:04:00,mobile_app
ACT-00497,O00093,C0110,ETA_VIEWED,2026-08-02T12:01:00,mobile_app
ACT-00498,O00093,C0110,ETA_VIEWED,2026-08-02T11:56:00,mobile_app
ACT-00499,O00410,C0240,ETA_VIEWED,2026-08-01T21:16:00,mobile_app
ACT-00500,O00410,C0240,ETA_VIEWED,2026-08-01T21:25:00,mobile_app
ACT-00501,O00410,C0240,ETA_VIEWED,2026-08-01T21:38:00,mobile_app
ACT-00502,O00486,C0464,ETA_VIEWED,2026-08-06T20:37:00,mobile_app
ACT-00503,O00486,C0464,ETA_VIEWED,2026-08-06T20:40:00,mobile_app
ACT-00504,O00486,C0464,ETA_VIEWED,2026-08-06T20:35:00,mobile_app
ACT-00505,O01191,C0596,ETA_VIEWED,2026-08-12T20:29:00,mobile_app
ACT-00506,O01336,C0238,ETA_VIEWED,2026-08-23T18:33:00,mobile_app
ACT-00507,O01336,C0238,ETA_VIEWED,2026-08-23T18:36:00,mobile_app
ACT-00508,O01336,C0238,ETA_VIEWED,2026-08-23T18:24:00,mobile_app
ACT-00509,O00910,C0464,ETA_VIEWED,2026-08-27T18:28:00,mobile_app
ACT-00510,O00910,C0464,ETA_VIEWED,2026-08-27T18:20:00,mobile_app
ACT-00511,O01282,C0778,ETA_VIEWED,2026-08-23T20:59:00,mobile_app
ACT-00512,O01282,C0778,ETA_VIEWED,2026-08-23T21:01:00,mobile_app
ACT-00513,O00983,C0556,ETA_VIEWED,2026-08-15T19:17:00,mobile_app
ACT-00514,O00983,C0556,ETA_VIEWED,2026-08-15T19:21:00,mobile_app
ACT-00515,O00983,C0556,ETA_VIEWED,2026-08-15T19:38:00,mobile_app
ACT-00516,O00133,C0561,ETA_VIEWED,2026-08-16T12:41:00,mobile_app
ACT-00517,O01427,C0406,ETA_VIEWED,2026-08-11T20:14:00,mobile_app
ACT-00518,O00244,C0864,ETA_VIEWED,2026-08-23T22:31:00,mobile_app
ACT-00519,O00574,C0551,ETA_VIEWED,2026-08-10T22:05:00,mobile_app
ACT-00520,O00574,C0551,SUPPORT_OPENED,2026-08-10T23:27:48,mobile_app
ACT-00521,O00939,C0415,ETA_VIEWED,2026-08-18T11:52:00,mobile_app
ACT-00522,O00939,C0415,SUPPORT_OPENED,2026-08-18T13:12:54,mobile_app
ACT-00523,O01549,C0896,ETA_VIEWED,2026-08-21T20:58:00,mobile_app
ACT-00524,O01549,C0896,ETA_VIEWED,2026-08-21T21:06:00,mobile_app
ACT-00525,O00982,C0798,ETA_VIEWED,2026-08-17T21:12:00,mobile_app
ACT-00526,O00982,C0798,ETA_VIEWED,2026-08-17T21:09:00,mobile_app
ACT-00527,O00982,C0798,ETA_VIEWED,2026-08-17T21:13:00,mobile_app
ACT-00528,O00903,C0631,ETA_VIEWED,2026-08-03T19:39:00,mobile_app
ACT-00529,O00903,C0631,ETA_VIEWED,2026-08-03T19:39:00,mobile_app
ACT-00530,O00903,C0631,ETA_VIEWED,2026-08-03T19:29:00,mobile_app
ACT-00531,O00638,C0060,ETA_VIEWED,2026-08-04T19:58:00,mobile_app
ACT-00532,O00940,C0404,ETA_VIEWED,2026-08-02T12:37:00,mobile_app
ACT-00533,O00940,C0404,ETA_VIEWED,2026-08-02T12:39:00,mobile_app
ACT-00534,O00940,C0404,ETA_VIEWED,2026-08-02T12:37:00,mobile_app
ACT-00535,O01546,C0267,ETA_VIEWED,2026-08-13T20:57:00,mobile_app
ACT-00536,O01546,C0267,ETA_VIEWED,2026-08-13T20:58:00,mobile_app
ACT-00537,O01546,C0267,ETA_VIEWED,2026-08-13T20:52:00,mobile_app
ACT-00538,O00246,C0231,ETA_VIEWED,2026-08-22T22:45:00,mobile_app
ACT-00539,O00357,C0853,ETA_VIEWED,2026-08-23T13:21:00,mobile_app
ACT-00540,O00779,C0105,ETA_VIEWED,2026-08-15T20:44:00,mobile_app
ACT-00541,O00779,C0105,ETA_VIEWED,2026-08-15T20:45:00,mobile_app
ACT-00542,O00760,C0020,ETA_VIEWED,2026-08-08T16:43:00,mobile_app
ACT-00543,O00760,C0020,ETA_VIEWED,2026-08-08T16:31:00,mobile_app
ACT-00544,O00760,C0020,ETA_VIEWED,2026-08-08T16:46:00,mobile_app
ACT-00545,O00895,C0346,ETA_VIEWED,2026-08-03T14:35:00,mobile_app
ACT-00546,O00895,C0346,ETA_VIEWED,2026-08-03T14:21:00,mobile_app
ACT-00547,O00895,C0346,ETA_VIEWED,2026-08-03T14:34:00,mobile_app
ACT-00548,O00519,C0864,ETA_VIEWED,2026-08-25T17:27:00,mobile_app
ACT-00549,O00519,C0864,ETA_VIEWED,2026-08-25T17:35:00,mobile_app
ACT-00550,O00320,C0379,ETA_VIEWED,2026-08-13T12:30:00,mobile_app
ACT-00551,O01450,C0044,ETA_VIEWED,2026-08-11T21:03:00,mobile_app
ACT-00552,O01450,C0044,ETA_VIEWED,2026-08-11T20:49:00,mobile_app
ACT-00553,O00541,C0447,ETA_VIEWED,2026-08-09T13:20:00,mobile_app
ACT-00554,O00541,C0447,ETA_VIEWED,2026-08-09T13:21:00,mobile_app
ACT-00555,O00541,C0447,ETA_VIEWED,2026-08-09T13:13:00,mobile_app
ACT-00556,O00924,C0674,ETA_VIEWED,2026-08-08T18:34:00,mobile_app
ACT-00557,O00924,C0674,ETA_VIEWED,2026-08-08T18:42:00,mobile_app
ACT-00558,O00924,C0674,ETA_VIEWED,2026-08-08T18:46:00,mobile_app
ACT-00559,O01511,C0045,ETA_VIEWED,2026-08-21T11:50:00,mobile_app
ACT-00560,O01511,C0045,ETA_VIEWED,2026-08-21T12:08:00,mobile_app
ACT-00561,O00953,C0773,ETA_VIEWED,2026-08-13T13:14:00,mobile_app
ACT-00562,O00273,C0627,ETA_VIEWED,2026-08-14T19:30:00,mobile_app
ACT-00563,O01485,C0403,ETA_VIEWED,2026-08-27T15:51:00,mobile_app
ACT-00564,O01485,C0403,ETA_VIEWED,2026-08-27T15:52:00,mobile_app
ACT-00565,O01089,C0424,ETA_VIEWED,2026-08-21T14:11:00,mobile_app
ACT-00566,O01089,C0424,ETA_VIEWED,2026-08-21T14:23:00,mobile_app
ACT-00567,O01089,C0424,ETA_VIEWED,2026-08-21T14:11:00,mobile_app
ACT-00568,O01089,C0424,SUPPORT_OPENED,2026-08-21T15:27:36,mobile_app
ACT-00569,O01132,C0367,ETA_VIEWED,2026-08-19T18:11:00,mobile_app
ACT-00570,O00416,C0662,ETA_VIEWED,2026-08-23T23:58:00,mobile_app
ACT-00571,O00768,C0772,ETA_VIEWED,2026-08-05T19:52:00,mobile_app
ACT-00572,O00768,C0772,ETA_VIEWED,2026-08-05T19:59:00,mobile_app
ACT-00573,O00798,C0371,ETA_VIEWED,2026-08-20T19:56:00,mobile_app
ACT-00574,O00798,C0371,ETA_VIEWED,2026-08-20T19:51:00,mobile_app
ACT-00575,O01394,C0795,ETA_VIEWED,2026-08-21T21:18:00,mobile_app
ACT-00576,O01394,C0795,ETA_VIEWED,2026-08-21T21:18:00,mobile_app
ACT-00577,O00881,C0641,ETA_VIEWED,2026-08-14T13:18:00,mobile_app
ACT-00578,O00881,C0641,ETA_VIEWED,2026-08-14T13:17:00,mobile_app
ACT-00579,O00881,C0641,ETA_VIEWED,2026-08-14T13:17:00,mobile_app
ACT-00580,O00907,C0631,ETA_VIEWED,2026-08-20T13:22:00,mobile_app
ACT-00581,O00907,C0631,ETA_VIEWED,2026-08-20T13:35:00,mobile_app
ACT-00582,O00747,C0764,ETA_VIEWED,2026-08-27T17:30:00,mobile_app
ACT-00583,O00747,C0764,ETA_VIEWED,2026-08-27T17:24:00,mobile_app
ACT-00584,O00747,C0764,ETA_VIEWED,2026-08-27T17:23:00,mobile_app
ACT-00585,O00747,C0764,SUPPORT_OPENED,2026-08-27T18:43:24,mobile_app
ACT-00586,O01563,C0623,ETA_VIEWED,2026-08-03T11:29:00,mobile_app
ACT-00587,O01563,C0623,ETA_VIEWED,2026-08-03T11:24:00,mobile_app
ACT-00588,O00847,C0481,ETA_VIEWED,2026-08-17T19:34:00,mobile_app
ACT-00589,O00847,C0481,ETA_VIEWED,2026-08-17T19:24:00,mobile_app
ACT-00590,O00847,C0481,ETA_VIEWED,2026-08-17T19:28:00,mobile_app
ACT-00591,O01041,C0209,ETA_VIEWED,2026-08-09T19:24:00,mobile_app
ACT-00592,O01041,C0209,SUPPORT_OPENED,2026-08-09T20:33:25.701997,mobile_app
ACT-00593,O00404,C0715,ETA_VIEWED,2026-08-06T19:08:00,mobile_app
ACT-00594,O00404,C0715,ETA_VIEWED,2026-08-06T19:06:00,mobile_app
ACT-00595,O00404,C0715,ETA_VIEWED,2026-08-06T19:22:00,mobile_app
ACT-00596,O00404,C0715,SUPPORT_OPENED,2026-08-06T20:04:50.781031,mobile_app
ACT-00597,O00237,C0586,ETA_VIEWED,2026-08-08T11:40:00,mobile_app
ACT-00598,O00020,C0384,ETA_VIEWED,2026-08-07T22:00:00,mobile_app
ACT-00599,O00020,C0384,ETA_VIEWED,2026-08-07T22:06:00,mobile_app
ACT-00600,O00020,C0384,ETA_VIEWED,2026-08-07T21:46:00,mobile_app
ACT-00601,O01149,C0475,ETA_VIEWED,2026-08-22T20:50:00,mobile_app
ACT-00602,O01149,C0475,ETA_VIEWED,2026-08-22T20:46:00,mobile_app
ACT-00603,O00014,C0542,ETA_VIEWED,2026-08-22T18:44:00,mobile_app
ACT-00604,O00014,C0542,ETA_VIEWED,2026-08-22T18:40:00,mobile_app
ACT-00605,O00014,C0542,ETA_VIEWED,2026-08-22T18:42:00,mobile_app
ACT-00606,O00890,C0883,ETA_VIEWED,2026-08-25T19:16:00,mobile_app
ACT-00607,O00890,C0883,ETA_VIEWED,2026-08-25T19:19:00,mobile_app
ACT-00608,O00967,C0317,ETA_VIEWED,2026-08-19T21:54:00,mobile_app
ACT-00609,O00967,C0317,ETA_VIEWED,2026-08-19T22:16:00,mobile_app
ACT-00610,O00919,C0698,ETA_VIEWED,2026-08-21T18:00:00,mobile_app
ACT-00611,O00919,C0698,ETA_VIEWED,2026-08-21T18:15:00,mobile_app
ACT-00612,O00961,C0357,ETA_VIEWED,2026-08-28T11:38:00,mobile_app
ACT-00613,O00961,C0357,ETA_VIEWED,2026-08-28T11:19:00,mobile_app
ACT-00614,O00961,C0357,ETA_VIEWED,2026-08-28T11:19:00,mobile_app
ACT-00615,O00952,C0218,ETA_VIEWED,2026-08-05T22:31:00,mobile_app
ACT-00616,O00952,C0218,SUPPORT_OPENED,2026-08-05T23:55:06,mobile_app
ACT-00617,O00520,C0489,ETA_VIEWED,2026-08-09T12:07:00,mobile_app
ACT-00618,O00520,C0489,ETA_VIEWED,2026-08-09T11:52:00,mobile_app
ACT-00619,O00520,C0489,ETA_VIEWED,2026-08-09T12:06:00,mobile_app
ACT-00620,O01136,C0681,ETA_VIEWED,2026-08-24T14:22:00,mobile_app
ACT-00621,O01136,C0681,ETA_VIEWED,2026-08-24T14:18:00,mobile_app
ACT-00622,O01136,C0681,ETA_VIEWED,2026-08-24T14:14:00,mobile_app
ACT-00623,O01156,C0353,ETA_VIEWED,2026-08-22T22:35:00,mobile_app
ACT-00624,O00235,C0200,ETA_VIEWED,2026-08-19T20:12:00,mobile_app
ACT-00625,O00235,C0200,SUPPORT_OPENED,2026-08-19T21:01:41.074319,mobile_app
ACT-00626,O01145,C0448,ETA_VIEWED,2026-08-02T20:48:00,mobile_app
ACT-00627,O01145,C0448,ETA_VIEWED,2026-08-02T20:48:00,mobile_app
ACT-00628,O01145,C0448,ETA_VIEWED,2026-08-02T20:56:00,mobile_app
ACT-00629,O00383,C0557,ETA_VIEWED,2026-08-13T19:30:00,mobile_app
ACT-00630,O00383,C0557,SUPPORT_OPENED,2026-08-13T20:30:18.067805,mobile_app
