order_id,final_status_norm,delivered_flag,late_flag,delay_min,outcome_bucket
O00562,delivered,1,1.0,4.66,delivered_late
O00563,delivered,1,1.0,15.67,delivered_late
O00564,delivered,1,1.0,20.33,delivered_late
O00565,delivered,1,1.0,26.24,delivered_late
O00566,delivered,1,0.0,-10.99,delivered_on_time
O00567,delivered,1,0.0,-8.5,delivered_on_time
O00568,delivered,1,1.0,12.43,delivered_late
O00569,cancelled,0,,,cancelled
O00570,delivered,1,0.0,-4.09,delivered_on_time
O00571,delivered,1,0.0,-3.7,delivered_on_time
O00572,cancelled,0,,,cancelled
O00573,delivered,1,0.0,-7.55,delivered_on_time
O00574,delivered,1,1.0,29.9,delivered_late
O00575,delivered,1,0.0,-3.5,delivered_on_time
O00576,delivered,1,0.0,-22.15,delivered_on_time
O00577,delivered,1,1.0,7.24,delivered_late
O00578,delivered,1,1.0,8.78,delivered_late
O00579,delivered,1,1.0,6.29,delivered_late
O00580,delivered,1,1.0,3.62,delivered_late
O00581,delivered,1,1.0,3.23,delivered_late
O00582,delivered,1,1.0,1.16,delivered_late
O00583,delivered,1,1.0,8.72,delivered_late
O00584,delivered,1,0.0,-15.21,delivered_on_time
O00585,delivered,1,0.0,-7.06,delivered_on_time
O00586,cancelled,0,,,cancelled
O00587,delivered,1,,,unknown
O00588,delivered,1,1.0,3.26,delivered_late
O00589,delivered,1,1.0,2.98,delivered_late
O00590,delivered,1,1.0,8.54,delivered_late
O00591,delivered,1,1.0,16.64,delivered_late
O00592,delivered,1,1.0,12.16,delivered_late
O00593,delivered,1,1.0,8.22,delivered_late
O00594,delivered,1,1.0,1.2,delivered_late
O00595,delivered,1,0.0,-12.25,delivered_on_time
O00596,delivered,1,1.0,6.53,delivered_late
O00597,delivered,1,0.0,-4.92,delivered_on_time
O00598,delivered,1,1.0,10.45,delivered_late
O00599,delivered,1,1.0,4.71,delivered_late
O00600,delivered,1,1.0,4.85,delivered_late
O00601,delivered,1,0.0,-6.76,delivered_on_time
O00602,delivered,1,1.0,0.31,delivered_late
O00603,delivered,1,1.0,7.12,delivered_late
O00604,delivered,1,1.0,1.8,delivered_late
O00605,delivered,1,1.0,16.8,delivered_late
O00606,delivered,1,0.0,-9.46,delivered_on_time
O00607,delivered,1,1.0,27.64,delivered_late
O00608,delivered,1,1.0,1.8,delivered_late
O00609,delivered,1,0.0,-6.03,delivered_on_time
O00610,delivered,1,,,unknown
O00611,delivered,1,1.0,2.0,delivered_late
O00612,delivered,1,0.0,-3.13,delivered_on_time
O00613,delivered,1,1.0,27.18,delivered_late
O00614,delivered,1,0.0,-10.18,delivered_on_time
O00615,delivered,1,0.0,-2.03,delivered_on_time
O00616,delivered,1,0.0,-6.37,delivered_on_time
O00617,delivered,1,0.0,-7.68,delivered_on_time
O00618,delivered,1,0.0,-12.63,delivered_on_time
O00619,delivered,1,1.0,6.48,delivered_late
O00620,delivered,1,0.0,-0.41,delivered_on_time
O00621,delivered,1,1.0,5.19,delivered_late
O00622,delivered,1,1.0,20.08,delivered_late
O00623,delivered,1,1.0,15.76,delivered_late
O00624,delivered,1,0.0,-10.71,delivered_on_time
O00625,delivered,1,0.0,-10.74,delivered_on_time
O00626,delivered,1,1.0,2.14,delivered_late
O00627,delivered,1,1.0,7.26,delivered_late
O00628,delivered,1,0.0,-2.57,delivered_on_time
O00629,delivered,1,1.0,12.57,delivered_late
O00630,cancelled,0,,,cancelled
O00631,delivered,1,1.0,11.34,delivered_late
O00632,delivered,1,1.0,2.84,delivered_late
O00633,delivered,1,0.0,-0.93,delivered_on_time
O00634,delivered,1,0.0,-2.08,delivered_on_time
O00635,delivered,1,1.0,2.68,delivered_late
O00636,delivered,1,1.0,6.22,delivered_late
O00637,cancelled,0,,,cancelled
O00638,delivered,1,0.0,-4.88,delivered_on_time
O00639,delivered,1,0.0,-2.35,delivered_on_time
O00640,delivered,1,0.0,-8.48,delivered_on_time
O00641,delivered,1,0.0,-8.28,delivered_on_time
O00642,delivered,1,1.0,0.98,delivered_late
O00643,delivered,1,0.0,-14.73,delivered_on_time
O00644,delivered,1,0.0,-1.91,delivered_on_time
O00645,delivered,1,1.0,3.71,delivered_late
O00646,delivered,1,1.0,4.23,delivered_late
O00647,delivered,1,0.0,-17.54,delivered_on_time
O00648,delivered,1,0.0,-9.31,delivered_on_time
O00649,delivered,1,1.0,12.71,delivered_late
O00650,delivered,1,1.0,2.77,delivered_late
O00651,delivered,1,1.0,1.65,delivered_late
O00652,delivered,1,1.0,4.02,delivered_late
O00653,delivered,1,1.0,12.74,delivered_late
O00654,delivered,1,0.0,-13.14,delivered_on_time
O00655,delivered,1,0.0,-8.34,delivered_on_time
O00656,delivered,1,1.0,0.92,delivered_late
O00657,delivered,1,0.0,-10.33,delivered_on_time
O00658,delivered,1,0.0,-1.37,delivered_on_time
O00659,delivered,1,0.0,-5.53,delivered_on_time
O00660,delivered,1,0.0,-15.48,delivered_on_time
O00661,delivered,1,0.0,-9.37,delivered_on_time
O00662,delivered,1,0.0,-12.61,delivered_on_time
O00663,delivered,1,0.0,-4.29,delivered_on_time
O00664,delivered,1,0.0,-8.49,delivered_on_time
O00665,delivered,1,1.0,4.82,delivered_late
O00666,delivered,1,1.0,17.67,delivered_late
O00667,delivered,1,0.0,-9.21,delivered_on_time
O00668,delivered,1,1.0,4.61,delivered_late
O00669,delivered,1,0.0,-5.43,delivered_on_time
O00670,delivered,1,1.0,2.71,delivered_late
O00671,delivered,1,0.0,-7.68,delivered_on_time
O00672,delivered,1,,,unknown
O00673,delivered,1,1.0,10.49,delivered_late
O00674,delivered,1,0.0,-12.83,delivered_on_time
O00675,delivered,1,,,unknown
O00676,delivered,1,1.0,2.12,delivered_late
O00677,delivered,1,0.0,-21.26,delivered_on_time
O00678,delivered,1,1.0,12.15,delivered_late
O00679,delivered,1,0.0,-0.44,delivered_on_time
O00680,delivered,1,0.0,-5.99,delivered_on_time
O00681,delivered,1,1.0,1.02,delivered_late
O00682,delivered,1,1.0,9.34,delivered_late
O00683,delivered,1,0.0,-10.81,delivered_on_time
O00684,delivered,1,1.0,12.08,delivered_late
O00685,delivered,1,1.0,14.64,delivered_late
O00686,delivered,1,1.0,16.31,delivered_late
O00687,delivered,1,0.0,-4.2,delivered_on_time
O00688,cancelled,0,,,cancelled
O00689,delivered,1,1.0,5.08,delivered_late
O00690,delivered,1,0.0,-15.13,delivered_on_time
O00691,delivered,1,1.0,13.21,delivered_late
O00692,delivered,1,1.0,9.85,delivered_late
O00693,delivered,1,0.0,-14.24,delivered_on_time
O00694,cancelled,0,,,cancelled
O00695,delivered,1,1.0,1.19,delivered_late
O00696,delivered,1,1.0,2.28,delivered_late
O00697,delivered,1,1.0,3.03,delivered_late
O00698,delivered,1,1.0,7.53,delivered_late
O00699,delivered,1,0.0,-18.08,delivered_on_time
O00700,delivered,1,0.0,-3.56,delivered_on_time
O00701,delivered,1,1.0,23.29,delivered_late
O00702,delivered,1,0.0,-1.6,delivered_on_time
O00703,delivered,1,1.0,0.7,delivered_late
O00704,delivered,1,1.0,4.29,delivered_late
O00705,delivered,1,1.0,6.76,delivered_late
O00706,delivered,1,1.0,29.59,delivered_late
O00707,delivered,1,0.0,-8.85,delivered_on_time
O00708,delivered,1,0.0,-9.39,delivered_on_time
O00709,delivered,1,0.0,-7.06,delivered_on_time
O00710,delivered,1,1.0,20.08,delivered_late
O00711,delivered,1,1.0,3.73,delivered_late
O00712,delivered,1,1.0,5.99,delivered_late
O00713,delivered,1,0.0,-11.91,delivered_on_time
O00714,delivered,1,0.0,-9.64,delivered_on_time
O00715,delivered,1,1.0,18.09,delivered_late
O00716,delivered,1,,,unknown
O00717,delivered,1,0.0,-2.82,delivered_on_time
O00718,delivered,1,0.0,-8.06,delivered_on_time
O00719,delivered,1,0.0,-3.14,delivered_on_time
O00720,delivered,1,0.0,-3.76,delivered_on_time
O00721,delivered,1,1.0,0.14,delivered_late
O00722,delivered,1,0.0,-16.5,delivered_on_time
O00723,delivered,1,0.0,-15.08,delivered_on_time
O00724,delivered,1,0.0,-4.33,delivered_on_time
O00725,delivered,1,1.0,5.48,delivered_late
O00726,delivered,1,1.0,22.89,delivered_late
O00727,delivered,1,0.0,-3.26,delivered_on_time
O00728,cancelled,0,,,cancelled
O00729,delivered,1,0.0,-2.28,delivered_on_time
O00730,delivered,1,1.0,27.12,delivered_late
O00731,delivered,1,1.0,9.52,delivered_late
O00732,delivered,1,0.0,-6.51,delivered_on_time
O00733,delivered,1,0.0,-0.84,delivered_on_time
O00734,cancelled,0,,,cancelled
O00735,delivered,1,0.0,-1.32,delivered_on_time
O00736,delivered,1,1.0,6.2,delivered_late
O00737,delivered,1,1.0,36.28,delivered_late
O00738,delivered,1,1.0,19.99,delivered_late
O00739,delivered,1,1.0,13.71,delivered_late
O00740,delivered,1,,,unknown
O00741,delivered,1,1.0,6.97,delivered_late
O00742,delivered,1,1.0,1.65,delivered_late
O00743,delivered,1,0.0,-3.48,delivered_on_time
O00744,delivered,1,1.0,15.02,delivered_late
O00745,delivered,1,0.0,-7.36,delivered_on_time
O00746,delivered,1,1.0,14.68,delivered_late
O00747,delivered,1,1.0,16.86,delivered_late
O00748,delivered,1,0.0,-6.08,delivered_on_time
O00749,delivered,1,0.0,-2.12,delivered_on_time
O00750,delivered,1,0.0,-14.68,delivered_on_time
O00751,delivered,1,0.0,-2.7,delivered_on_time
O00752,delivered,1,1.0,23.66,delivered_late
O00753,delivered,1,0.0,-5.07,delivered_on_time
O00754,delivered,1,0.0,-15.84,delivered_on_time
O00755,delivered,1,1.0,13.11,delivered_late
O00756,delivered,1,1.0,13.98,delivered_late
O00757,delivered,1,0.0,-15.01,delivered_on_time
O00758,delivered,1,1.0,11.73,delivered_late
O00759,delivered,1,0.0,-1.94,delivered_on_time
O00760,delivered,1,0.0,-18.75,delivered_on_time
O00761,delivered,1,1.0,3.46,delivered_late
O00762,delivered,1,1.0,17.38,delivered_late
O00763,delivered,1,1.0,5.45,delivered_late
O00764,delivered,1,1.0,3.46,delivered_late
O00765,delivered,1,1.0,13.5,delivered_late
O00766,delivered,1,0.0,-4.5,delivered_on_time
O00767,delivered,1,0.0,-2.34,delivered_on_time
O00768,delivered,1,0.0,-13.08,delivered_on_time
O00769,delivered,1,0.0,-5.49,delivered_on_time
O00770,delivered,1,1.0,21.32,delivered_late
O00771,delivered,1,0.0,-2.92,delivered_on_time
O00772,cancelled,0,,,cancelled
O00773,delivered,1,0.0,-8.58,delivered_on_time
O00774,delivered,1,,,unknown
O00775,delivered,1,1.0,23.03,delivered_late
O00776,delivered,1,1.0,3.01,delivered_late
O00777,delivered,1,1.0,5.37,delivered_late
O00778,delivered,1,0.0,-6.8,delivered_on_time
O00779,delivered,1,0.0,-4.22,delivered_on_time
O00780,delivered,1,1.0,10.94,delivered_late
O00781,delivered,1,1.0,13.07,delivered_late
O00782,delivered,1,1.0,16.86,delivered_late
O00783,delivered,1,0.0,-1.33,delivered_on_time
O00784,delivered,1,0.0,-12.59,delivered_on_time
O00785,delivered,1,0.0,-12.89,delivered_on_time
O00786,delivered,1,1.0,16.09,delivered_late
O00787,delivered,1,1.0,17.03,delivered_late
O00788,delivered,1,0.0,-5.41,delivered_on_time
O00789,delivered,1,1.0,1.05,delivered_late
O00790,delivered,1,1.0,32.77,delivered_late
O00791,delivered,1,1.0,6.7,delivered_late
O00792,delivered,1,0.0,-11.33,delivered_on_time
O00793,delivered,1,1.0,19.58,delivered_late
O00794,delivered,1,1.0,11.63,delivered_late
O00795,delivered,1,1.0,1.96,delivered_late
O00796,delivered,1,0.0,-8.94,delivered_on_time
O00797,delivered,1,1.0,19.58,delivered_late
O00798,cancelled,0,,,cancelled
O00799,delivered,1,1.0,13.3,delivered_late
O00800,delivered,1,0.0,-1.72,delivered_on_time
O00801,delivered,1,1.0,15.04,delivered_late
O00802,delivered,1,0.0,-9.46,delivered_on_time
O00803,delivered,1,1.0,12.39,delivered_late
O00804,delivered,1,1.0,1.85,delivered_late
O00805,delivered,1,1.0,9.58,delivered_late
O00806,delivered,1,0.0,-0.37,delivered_on_time
O00807,delivered,1,1.0,1.39,delivered_late
O00808,delivered,1,1.0,28.4,delivered_late
O00809,delivered,1,0.0,-10.28,delivered_on_time
O00810,delivered,1,0.0,-4.56,delivered_on_time
O00811,delivered,1,1.0,13.99,delivered_late
O00812,delivered,1,0.0,-11.62,delivered_on_time
O00813,delivered,1,0.0,-4.64,delivered_on_time
O00814,delivered,1,1.0,22.38,delivered_late
O00815,delivered,1,0.0,-1.69,delivered_on_time
O00816,delivered,1,1.0,7.0,delivered_late
O00817,delivered,1,0.0,-6.47,delivered_on_time
O00818,delivered,1,0.0,-11.29,delivered_on_time
O00819,delivered,1,1.0,20.04,delivered_late
O00820,delivered,1,1.0,3.96,delivered_late
O00821,delivered,1,0.0,-4.15,delivered_on_time
O00822,delivered,1,0.0,-7.09,delivered_on_time
O00823,delivered,1,1.0,12.2,delivered_late
O00824,cancelled,0,,,cancelled
O00825,delivered,1,0.0,-8.82,delivered_on_time
O00826,delivered,1,1.0,5.1,delivered_late
O00827,delivered,1,0.0,-1.17,delivered_on_time
O00828,delivered,1,1.0,9.92,delivered_late
O00829,delivered,1,1.0,1.41,delivered_late
O00830,delivered,1,,,unknown
O00831,cancelled,0,,,cancelled
O00832,delivered,1,0.0,-3.65,delivered_on_time
O00833,delivered,1,1.0,7.44,delivered_late
O00834,delivered,1,1.0,9.54,delivered_late
O00835,delivered,1,1.0,0.66,delivered_late
O00836,delivered,1,1.0,20.89,delivered_late
O00837,delivered,1,1.0,3.92,delivered_late
O00838,delivered,1,0.0,-11.0,delivered_on_time
O00839,delivered,1,1.0,3.53,delivered_late
O00840,cancelled,0,,,cancelled
O00841,delivered,1,1.0,1.64,delivered_late
O00842,delivered,1,1.0,17.75,delivered_late
O00843,delivered,1,1.0,4.61,delivered_late
O00844,delivered,1,1.0,7.36,delivered_late
O00845,delivered,1,1.0,11.34,delivered_late
O00846,delivered,1,0.0,-3.21,delivered_on_time
O00847,delivered,1,1.0,2.32,delivered_late
O00848,delivered,1,0.0,-2.43,delivered_on_time
O00849,delivered,1,1.0,10.48,delivered_late
O00850,delivered,1,0.0,-8.24,delivered_on_time
O00851,delivered,1,0.0,-10.8,delivered_on_time
O00852,delivered,1,1.0,16.21,delivered_late
O00853,delivered,1,1.0,9.46,delivered_late
O00854,delivered,1,1.0,17.82,delivered_late
O00855,delivered,1,1.0,2.38,delivered_late
O00856,delivered,1,0.0,-9.73,delivered_on_time
O00857,delivered,1,1.0,10.64,delivered_late
O00858,delivered,1,1.0,6.7,delivered_late
O00859,delivered,1,0.0,-6.01,delivered_on_time
O00860,delivered,1,0.0,-7.87,delivered_on_time
O00861,delivered,1,1.0,4.97,delivered_late
O00862,delivered,1,1.0,24.1,delivered_late
O00863,delivered,1,0.0,-2.09,delivered_on_time
O00864,delivered,1,1.0,2.07,delivered_late
O00865,delivered,1,0.0,-9.57,delivered_on_time
O00866,delivered,1,0.0,-12.15,delivered_on_time
O00867,delivered,1,1.0,0.8,delivered_late
O00868,delivered,1,1.0,6.97,delivered_late
O00869,delivered,1,0.0,-4.78,delivered_on_time
O00870,delivered,1,1.0,3.32,delivered_late
O00871,delivered,1,0.0,-7.02,delivered_on_time
O00872,delivered,1,1.0,2.8,delivered_late
O00873,delivered,1,0.0,-4.12,delivered_on_time
O00874,delivered,1,1.0,28.01,delivered_late
O00875,delivered,1,1.0,12.12,delivered_late
O00876,delivered,1,0.0,-14.03,delivered_on_time
O00877,delivered,1,0.0,-6.46,delivered_on_time
O00878,delivered,1,1.0,15.59,delivered_late
O00879,delivered,1,0.0,-0.05,delivered_on_time
O00880,delivered,1,0.0,-4.38,delivered_on_time
O00881,delivered,1,1.0,7.85,delivered_late
O00882,delivered,1,0.0,-0.7,delivered_on_time
O00883,delivered,1,1.0,9.0,delivered_late
O00884,delivered,1,1.0,19.59,delivered_late
O00885,delivered,1,0.0,-2.33,delivered_on_time
O00886,delivered,1,0.0,-3.81,delivered_on_time
O00887,delivered,1,1.0,0.06,delivered_late
O00888,delivered,1,1.0,7.14,delivered_late
O00889,delivered,1,0.0,-2.18,delivered_on_time
O00890,delivered,1,0.0,-5.11,delivered_on_time
O00891,delivered,1,1.0,1.54,delivered_late
O00892,delivered,1,1.0,20.87,delivered_late
O00893,delivered,1,1.0,30.32,delivered_late
O00894,delivered,1,1.0,5.52,delivered_late
O00895,delivered,1,1.0,3.29,delivered_late
O00896,delivered,1,1.0,30.8,delivered_late
O00897,delivered,1,0.0,-3.47,delivered_on_time
O00898,delivered,1,1.0,5.49,delivered_late
O00899,delivered,1,1.0,0.58,delivered_late
O00900,delivered,1,1.0,1.37,delivered_late
O00901,delivered,1,1.0,1.99,delivered_late
O00902,delivered,1,0.0,-4.27,delivered_on_time
O00903,delivered,1,1.0,4.71,delivered_late
O00904,delivered,1,1.0,18.12,delivered_late
O00905,delivered,1,1.0,7.21,delivered_late
O00906,delivered,1,1.0,9.45,delivered_late
O00907,delivered,1,0.0,-14.36,delivered_on_time
O00908,delivered,1,0.0,-19.67,delivered_on_time
O00909,delivered,1,1.0,23.72,delivered_late
O00910,delivered,1,,,unknown
O00911,delivered,1,0.0,-10.34,delivered_on_time
O00912,delivered,1,,,unknown
O00913,delivered,1,0.0,-11.9,delivered_on_time
O00914,delivered,1,1.0,6.66,delivered_late
O00915,delivered,1,0.0,-3.13,delivered_on_time
O00916,delivered,1,1.0,10.82,delivered_late
O00917,delivered,1,0.0,-5.89,delivered_on_time
O00918,delivered,1,0.0,-15.46,delivered_on_time
O00919,delivered,1,1.0,6.67,delivered_late
O00920,delivered,1,1.0,14.02,delivered_late
O00921,delivered,1,0.0,-5.87,delivered_on_time
O00922,delivered,1,1.0,6.42,delivered_late
O00923,delivered,1,0.0,-13.77,delivered_on_time
O00924,delivered,1,1.0,2.03,delivered_late
O00925,delivered,1,1.0,9.26,delivered_late
O00926,delivered,1,0.0,-0.51,delivered_on_time
O00927,delivered,1,0.0,-0.23,delivered_on_time
O00928,delivered,1,1.0,12.1,delivered_late
O00929,delivered,1,0.0,-4.49,delivered_on_time
O00930,delivered,1,1.0,29.48,delivered_late
O00931,delivered,1,0.0,-11.48,delivered_on_time
O00932,delivered,1,0.0,-1.5,delivered_on_time
O00933,delivered,1,1.0,0.48,delivered_late
O00934,delivered,1,1.0,7.62,delivered_late
O00935,delivered,1,1.0,3.44,delivered_late
O00936,delivered,1,1.0,0.44,delivered_late
O00937,delivered,1,0.0,-3.06,delivered_on_time
O00938,delivered,1,0.0,-6.64,delivered_on_time
O00939,delivered,1,1.0,15.72,delivered_late
O00940,delivered,1,1.0,12.52,delivered_late
O00941,delivered,1,1.0,14.01,delivered_late
O00942,delivered,1,0.0,-7.1,delivered_on_time
O00943,delivered,1,1.0,3.1,delivered_late
O00944,delivered,1,0.0,-8.31,delivered_on_time
O00945,delivered,1,1.0,23.81,delivered_late
O00946,delivered,1,0.0,-11.42,delivered_on_time
O00947,delivered,1,1.0,8.51,delivered_late
O00948,delivered,1,1.0,20.0,delivered_late
O00949,delivered,1,0.0,-8.55,delivered_on_time
O00950,delivered,1,1.0,8.69,delivered_late
O00951,delivered,1,0.0,-4.15,delivered_on_time
O00952,delivered,1,1.0,12.01,delivered_late
O00953,delivered,1,0.0,-11.58,delivered_on_time
O00954,delivered,1,1.0,21.62,delivered_late
O00955,delivered,1,1.0,10.58,delivered_late
O00956,delivered,1,1.0,0.37,delivered_late
O00957,delivered,1,1.0,7.53,delivered_late
O00958,cancelled,0,,,cancelled
O00959,delivered,1,1.0,8.48,delivered_late
O00960,delivered,1,1.0,6.8,delivered_late
O00961,delivered,1,1.0,2.66,delivered_late
O00962,delivered,1,0.0,-0.13,delivered_on_time
O00963,delivered,1,0.0,-7.84,delivered_on_time
O00964,delivered,1,0.0,-17.21,delivered_on_time
O00965,delivered,1,0.0,-4.86,delivered_on_time
O00966,delivered,1,0.0,-2.52,delivered_on_time
O00967,delivered,1,0.0,-5.54,delivered_on_time
O00968,delivered,1,0.0,-5.74,delivered_on_time
O00969,delivered,1,0.0,-6.8,delivered_on_time
O00970,delivered,1,1.0,12.15,delivered_late
O00971,delivered,1,0.0,-2.01,delivered_on_time
O00972,delivered,1,1.0,16.11,delivered_late
O00973,delivered,1,1.0,0.99,delivered_late
O00974,delivered,1,0.0,-7.35,delivered_on_time
O00975,delivered,1,0.0,-2.48,delivered_on_time
O00976,delivered,1,1.0,15.56,delivered_late
O00977,delivered,1,1.0,31.92,delivered_late
O00978,delivered,1,0.0,-2.05,delivered_on_time
O00979,delivered,1,0.0,-12.04,delivered_on_time
O00980,delivered,1,1.0,23.88,delivered_late
O00981,delivered,1,1.0,3.69,delivered_late
O00982,delivered,1,1.0,1.79,delivered_late
O00983,delivered,1,0.0,-11.96,delivered_on_time
O00984,delivered,1,1.0,7.08,delivered_late
O00985,delivered,1,1.0,1.62,delivered_late
O00986,delivered,1,0.0,-4.17,delivered_on_time
O00987,delivered,1,0.0,-14.37,delivered_on_time
O00988,delivered,1,1.0,9.94,delivered_late
O00989,delivered,1,0.0,-8.49,delivered_on_time
O00990,delivered,1,0.0,-6.65,delivered_on_time
O00991,delivered,1,1.0,11.43,delivered_late
O00992,delivered,1,1.0,25.37,delivered_late
O00993,delivered,1,1.0,9.24,delivered_late
O00994,delivered,1,1.0,0.57,delivered_late
O00995,delivered,1,1.0,31.72,delivered_late
O00996,delivered,1,0.0,-3.02,delivered_on_time
O00997,delivered,1,1.0,12.1,delivered_late
O00998,delivered,1,0.0,-10.09,delivered_on_time
O00999,delivered,1,0.0,-1.49,delivered_on_time
O01000,delivered,1,1.0,3.98,delivered_late
O01001,delivered,1,1.0,9.0,delivered_late
O01002,delivered,1,1.0,7.64,delivered_late
O01003,delivered,1,0.0,-8.76,delivered_on_time
O01004,delivered,1,0.0,-11.2,delivered_on_time
O01005,delivered,1,1.0,4.44,delivered_late
O01006,delivered,1,1.0,13.66,delivered_late
O01007,delivered,1,0.0,-11.08,delivered_on_time
O01008,delivered,1,0.0,-5.91,delivered_on_time
O01009,delivered,1,0.0,-4.71,delivered_on_time
O01010,delivered,1,1.0,4.18,delivered_late
O01011,delivered,1,0.0,-0.36,delivered_on_time
O01012,delivered,1,1.0,2.06,delivered_late
O01013,delivered,1,0.0,-4.14,delivered_on_time
O01014,delivered,1,,,unknown
O01015,delivered,1,0.0,-11.98,delivered_on_time
O01016,delivered,1,0.0,-1.69,delivered_on_time
O01017,delivered,1,1.0,0.19,delivered_late
O01018,delivered,1,0.0,-6.11,delivered_on_time
O01019,delivered,1,0.0,-9.8,delivered_on_time
O01020,delivered,1,1.0,7.23,delivered_late
O01021,delivered,1,1.0,1.04,delivered_late
O01022,delivered,1,0.0,-19.3,delivered_on_time
O01023,cancelled,0,,,cancelled
O01024,delivered,1,1.0,16.67,delivered_late
O01025,delivered,1,0.0,-7.9,delivered_on_time
O01026,delivered,1,0.0,-6.62,delivered_on_time
O01027,delivered,1,0.0,-0.59,delivered_on_time
O01028,delivered,1,1.0,12.46,delivered_late
O01029,delivered,1,1.0,6.82,delivered_late
O01030,delivered,1,1.0,21.36,delivered_late
O01031,delivered,1,1.0,1.62,delivered_late
O01032,delivered,1,1.0,2.72,delivered_late
O01033,delivered,1,1.0,20.69,delivered_late
O01034,delivered,1,,,unknown
O01035,delivered,1,1.0,8.58,delivered_late
O01036,delivered,1,1.0,14.23,delivered_late
O01037,delivered,1,0.0,-2.77,delivered_on_time
O01038,delivered,1,0.0,-9.15,delivered_on_time
O01039,delivered,1,0.0,-3.75,delivered_on_time
O01040,delivered,1,0.0,-3.16,delivered_on_time
O01041,delivered,1,1.0,27.44,delivered_late
O01042,delivered,1,1.0,14.95,delivered_late
O01043,delivered,1,1.0,2.34,delivered_late
O01044,delivered,1,1.0,1.2,delivered_late
O01045,delivered,1,0.0,-2.92,delivered_on_time
O01046,delivered,1,1.0,13.46,delivered_late
O01047,delivered,1,1.0,10.26,delivered_late
O01048,delivered,1,1.0,5.2,delivered_late
O01049,delivered,1,1.0,6.2,delivered_late
O01050,delivered,1,0.0,-2.98,delivered_on_time
O01051,delivered,1,0.0,-3.64,delivered_on_time
O01052,delivered,1,,,unknown
O01053,delivered,1,0.0,-5.32,delivered_on_time
O01054,delivered,1,1.0,12.23,delivered_late
O01055,delivered,1,0.0,-2.32,delivered_on_time
O01056,delivered,1,0.0,-9.55,delivered_on_time
O01057,delivered,1,1.0,0.22,delivered_late
O01058,cancelled,0,,,cancelled
O01059,delivered,1,1.0,19.91,delivered_late
O01060,delivered,1,1.0,3.45,delivered_late
O01061,delivered,1,1.0,0.43,delivered_late
O01062,delivered,1,1.0,3.46,delivered_late
O01063,delivered,1,1.0,0.56,delivered_late
O01064,delivered,1,1.0,4.3,delivered_late
O01065,delivered,1,1.0,4.26,delivered_late
O01066,cancelled,0,,,cancelled
O01067,delivered,1,1.0,0.07,delivered_late
O01068,delivered,1,0.0,-1.24,delivered_on_time
O01069,delivered,1,0.0,-2.05,delivered_on_time
O01070,delivered,1,1.0,1.04,delivered_late
O01071,delivered,1,1.0,10.74,delivered_late
O01072,delivered,1,1.0,4.91,delivered_late
O01073,delivered,1,0.0,-1.79,delivered_on_time
O01074,delivered,1,1.0,6.83,delivered_late
O01075,delivered,1,1.0,6.58,delivered_late
O01076,delivered,1,1.0,12.2,delivered_late
O01077,cancelled,0,,,cancelled
O01078,cancelled,0,,,cancelled
O01079,delivered,1,0.0,-0.84,delivered_on_time
O01080,delivered,1,,,unknown
O01081,delivered,1,1.0,50.27,delivered_late
O01082,delivered,1,1.0,5.68,delivered_late
O01083,delivered,1,1.0,14.1,delivered_late
O01084,delivered,1,0.0,-4.12,delivered_on_time
O01085,delivered,1,0.0,-9.2,delivered_on_time
O01086,delivered,1,0.0,-13.84,delivered_on_time
O01087,delivered,1,1.0,8.45,delivered_late
O01088,delivered,1,1.0,4.59,delivered_late
O01089,delivered,1,1.0,8.58,delivered_late
O01090,delivered,1,0.0,-7.18,delivered_on_time
O01091,delivered,1,0.0,-0.15,delivered_on_time
O01092,delivered,1,1.0,2.01,delivered_late
O01093,delivered,1,0.0,-19.99,delivered_on_time
O01094,delivered,1,1.0,17.48,delivered_late
O01095,delivered,1,0.0,-9.11,delivered_on_time
O01096,cancelled,0,,,cancelled
O01097,delivered,1,1.0,2.09,delivered_late
O01098,delivered,1,0.0,-0.25,delivered_on_time
O01099,delivered,1,1.0,11.31,delivered_late
O01100,delivered,1,0.0,-14.18,delivered_on_time
O01101,delivered,1,1.0,1.28,delivered_late
O01102,delivered,1,1.0,44.95,delivered_late
O01103,delivered,1,1.0,6.91,delivered_late
O01104,delivered,1,0.0,-7.87,delivered_on_time
O01105,delivered,1,1.0,3.76,delivered_late
O01106,delivered,1,1.0,19.02,delivered_late
O01107,delivered,1,1.0,13.02,delivered_late
O01108,delivered,1,0.0,-4.8,delivered_on_time
O01109,delivered,1,0.0,-14.26,delivered_on_time
O01110,delivered,1,1.0,2.61,delivered_late
O01111,delivered,1,1.0,18.02,delivered_late
O01112,delivered,1,1.0,2.32,delivered_late
O01113,delivered,1,0.0,-9.09,delivered_on_time
O01114,delivered,1,1.0,1.2,delivered_late
O01115,delivered,1,0.0,-0.95,delivered_on_time
O01116,delivered,1,0.0,-9.73,delivered_on_time
O01117,delivered,1,0.0,-16.32,delivered_on_time
O01118,delivered,1,1.0,7.77,delivered_late
O01119,cancelled,0,,,cancelled
O01120,delivered,1,1.0,10.44,delivered_late
O01121,delivered,1,0.0,-1.21,delivered_on_time
O01122,delivered,1,0.0,-3.06,delivered_on_time
O01123,delivered,1,0.0,-4.13,delivered_on_time
O01124,delivered,1,0.0,-8.48,delivered_on_time
