interaction_id,order_id,interaction_type,interaction_at,channel,detail
CI-0328,O01562,HELP_OPENED,2026-08-15T11:25:00,customer_app,
CI-0329,O01253,ETA_VIEW,2026-08-08T11:24:00,customer_app,
CI-0330,O00587,ORDER_STATUS_REFRESH,2026-08-15T17:16:00,customer_app,
CI-0331,O01278,ETA_VIEW,2026-08-25T22:19:00,customer_app,
CI-0332,O00446,ETA_VIEW,2026-08-02T16:25:00,customer_app,
CI-0333,O01250,HELP_OPENED,2026-08-22T18:38:00,customer_app,
CI-0334,O01386,ORDER_STATUS_REFRESH,2026-08-11T16:55:00,customer_app,
CI-0335,O00755,ETA_VIEW,2026-08-24T20:28:00,customer_app,
CI-0336,O01262,ORDER_STATUS_REFRESH,2026-08-09T20:44:00,customer_app,
CI-0337,O01525,HELP_OPENED,2026-08-17T12:56:00,customer_app,
CI-0338,O00190,ORDER_STATUS_REFRESH,2026-08-09T20:07:00,customer_app,
CI-0339,O00805,ETA_VIEW,2026-08-04T12:31:00,customer_app,
CI-0340,O01309,ETA_VIEW,2026-08-12T15:43:00,customer_app,
CI-0341,O00490,ETA_VIEW,2026-08-08T15:43:00,customer_app,
CI-0342,O01547,ETA_VIEW,2026-08-13T20:31:00,customer_app,
CI-0343,O00681,ETA_VIEW,2026-08-21T13:14:00,customer_app,
CI-0344,O00569,HELP_OPENED,2026-08-13T14:37:00,customer_app,
CI-0345,O01006,HELP_OPENED,2026-08-08T20:58:00,customer_app,
CI-0346,O00921,HELP_OPENED,2026-08-09T21:56:00,customer_app,
CI-0347,O00018,ETA_VIEW,2026-08-24T14:07:00,customer_app,
CI-0348,O00432,ORDER_STATUS_REFRESH,2026-08-15T14:11:00,customer_app,
CI-0349,O01306,ETA_VIEW,2026-08-22T21:29:00,customer_app,
CI-0350,O01150,ORDER_STATUS_REFRESH,2026-08-17T22:15:00,customer_app,
CI-0351,O00260,ETA_VIEW,2026-08-09T19:44:00,customer_app,
CI-0352,O00287,ORDER_STATUS_REFRESH,2026-08-09T19:06:00,customer_app,
CI-0353,O00119,HELP_OPENED,2026-08-24T15:41:00,customer_app,
CI-0354,O01542,ORDER_STATUS_REFRESH,2026-08-22T19:53:00,customer_app,
CI-0355,O00368,ORDER_STATUS_REFRESH,2026-08-17T00:11:00,customer_app,
CI-0356,O01483,ETA_VIEW,2026-08-11T21:47:00,customer_app,
CI-0357,O00453,HELP_OPENED,2026-08-26T22:33:00,customer_app,
CI-0358,O01090,ETA_VIEW,2026-08-03T18:21:00,customer_app,
CI-0359,O01117,ETA_VIEW,2026-08-01T18:41:00,customer_app,
CI-0360,O01317,ETA_VIEW,2026-08-05T23:08:00,customer_app,
CI-0361,O00657,ETA_VIEW,2026-08-14T14:52:00,customer_app,
CI-0362,O00264,ETA_VIEW,2026-08-23T19:51:00,customer_app,
CI-0363,O00821,ORDER_STATUS_REFRESH,2026-08-28T11:28:00,customer_app,
CI-0364,O00417,ORDER_STATUS_REFRESH,2026-08-16T11:45:00,customer_app,
CI-0365,O00504,ETA_VIEW,2026-08-20T19:40:00,customer_app,
CI-0366,O00250,ORDER_STATUS_REFRESH,2026-08-10T12:53:00,customer_app,
CI-0367,O01319,ETA_VIEW,2026-08-09T22:25:00,customer_app,
CI-0368,O00285,ETA_VIEW,2026-08-22T17:54:00,customer_app,
CI-0369,O00612,ETA_VIEW,2026-08-16T18:50:00,customer_app,
CI-0370,O00024,HELP_OPENED,2026-08-16T15:00:00,customer_app,
CI-0371,O00286,ETA_VIEW,2026-08-28T13:31:00,customer_app,
CI-0372,O00531,ETA_VIEW,2026-08-06T14:21:00,customer_app,
CI-0373,O00705,HELP_OPENED,2026-08-22T19:59:00,customer_app,
CI-0374,O01000,ETA_VIEW,2026-08-26T16:31:00,customer_app,
CI-0375,O00862,ORDER_STATUS_REFRESH,2026-08-09T19:06:00,customer_app,
CI-0376,O00778,HELP_OPENED,2026-08-27T21:23:00,customer_app,
CI-0377,O00884,ETA_VIEW,2026-08-19T14:45:00,customer_app,
CI-0378,O00726,ETA_VIEW,2026-08-01T18:24:00,customer_app,
CI-0379,O00242,ETA_VIEW,2026-08-19T19:01:00,customer_app,
CI-0380,O00721,ORDER_STATUS_REFRESH,2026-08-23T15:26:00,customer_app,
CI-0381,O00944,ETA_VIEW,2026-08-10T19:24:00,customer_app,
CI-0382,O00207,HELP_OPENED,2026-08-09T11:25:00,customer_app,
CI-0383,O00279,ORDER_STATUS_REFRESH,2026-08-23T21:12:00,customer_app,
CI-0384,O01304,ETA_VIEW,2026-08-17T20:54:00,customer_app,
CI-0385,O00229,HELP_OPENED,2026-08-05T19:44:00,customer_app,
CI-0386,O00733,ETA_VIEW,2026-08-13T21:00:00,customer_app,
CI-0387,O00410,ORDER_STATUS_REFRESH,2026-08-01T21:42:00,customer_app,
CI-0388,O00329,HELP_OPENED,2026-08-26T19:46:00,customer_app,
CI-0389,O01180,ORDER_STATUS_REFRESH,2026-08-28T20:49:00,customer_app,
CI-0390,O00014,ETA_VIEW,2026-08-22T19:16:00,customer_app,
CI-0391,O00109,ETA_VIEW,2026-08-28T19:06:00,customer_app,
CI-0392,O00474,ORDER_STATUS_REFRESH,2026-08-04T23:23:00,customer_app,
CI-0393,O00714,ETA_VIEW,2026-08-23T19:36:00,customer_app,
CI-0394,O00708,ETA_VIEW,2026-08-22T18:33:00,customer_app,
CI-0395,O00986,ETA_VIEW,2026-08-26T23:11:00,customer_app,
CI-0396,O00035,ORDER_STATUS_REFRESH,2026-08-10T19:07:00,customer_app,
CI-0397,O00871,ORDER_STATUS_REFRESH,2026-08-17T16:56:00,customer_app,
CI-0398,O00362,ETA_VIEW,2026-08-11T20:18:00,customer_app,
CI-0399,O00360,ORDER_STATUS_REFRESH,2026-08-05T13:19:00,customer_app,
CI-0400,O00099,ORDER_STATUS_REFRESH,2026-08-18T19:22:00,customer_app,
CI-0401,O00926,HELP_OPENED,2026-08-21T17:35:00,customer_app,
CI-0402,O00858,ORDER_STATUS_REFRESH,2026-08-02T19:20:00,customer_app,
CI-0403,O01026,ETA_VIEW,2026-08-08T20:17:00,customer_app,
CI-0404,O00653,HELP_OPENED,2026-08-10T17:36:00,customer_app,
CI-0405,O01267,ORDER_STATUS_REFRESH,2026-08-13T23:02:00,customer_app,
CI-0406,O01437,ORDER_STATUS_REFRESH,2026-08-03T12:22:00,customer_app,
CI-0407,O00547,ETA_VIEW,2026-08-08T12:45:00,customer_app,
CI-0408,O01142,ORDER_STATUS_REFRESH,2026-08-26T13:40:00,customer_app,
CI-0409,O00097,ORDER_STATUS_REFRESH,2026-08-26T20:18:00,customer_app,
CI-0410,O01163,ETA_VIEW,2026-08-22T20:54:00,customer_app,
CI-0411,O01579,ORDER_STATUS_REFRESH,2026-08-28T17:42:00,customer_app,
CI-0412,O00384,ETA_VIEW,2026-08-21T16:18:00,customer_app,
CI-0413,O00187,ETA_VIEW,2026-08-28T19:19:00,customer_app,
CI-0414,O01367,ORDER_STATUS_REFRESH,2026-08-03T14:10:00,customer_app,
CI-0415,O01573,ETA_VIEW,2026-08-01T20:30:00,customer_app,
CI-0416,O00025,ETA_VIEW,2026-08-01T12:32:00,customer_app,
CI-0417,O00111,HELP_OPENED,2026-08-15T14:42:00,customer_app,
CI-0418,O00016,ETA_VIEW,2026-08-14T12:58:00,customer_app,
CI-0419,O01295,ORDER_STATUS_REFRESH,2026-08-15T17:18:00,customer_app,
CI-0420,O01422,HELP_OPENED,2026-08-25T23:38:00,customer_app,
CI-0421,O00996,ETA_VIEW,2026-08-26T20:53:00,customer_app,
CI-0422,O00923,ETA_VIEW,2026-08-28T22:46:00,customer_app,
CI-0423,O01418,ETA_VIEW,2026-08-26T16:38:00,customer_app,
CI-0424,O00295,ORDER_STATUS_REFRESH,2026-08-08T11:54:00,customer_app,
CI-0425,O00148,ORDER_STATUS_REFRESH,2026-08-10T14:07:00,customer_app,
CI-0426,O01088,ETA_VIEW,2026-08-09T19:58:00,customer_app,
CI-0427,O01082,ORDER_STATUS_REFRESH,2026-08-14T16:33:00,customer_app,
CI-0428,O01139,ORDER_STATUS_REFRESH,2026-08-14T17:29:00,customer_app,
CI-0429,O00692,ETA_VIEW,2026-08-22T17:43:00,customer_app,
CI-0430,O00526,ETA_VIEW,2026-08-16T14:57:00,customer_app,
CI-0431,O01451,HELP_OPENED,2026-08-26T18:25:00,customer_app,
CI-0432,O00769,ETA_VIEW,2026-08-10T12:53:00,customer_app,
CI-0433,O01313,HELP_OPENED,2026-08-28T20:59:00,customer_app,
CI-0434,O01289,ORDER_STATUS_REFRESH,2026-08-02T20:19:00,customer_app,
CI-0435,O00559,HELP_OPENED,2026-08-23T14:44:00,customer_app,
CI-0436,O00485,ETA_VIEW,2026-08-15T19:18:00,customer_app,
CI-0437,O00325,ETA_VIEW,2026-08-19T19:01:00,customer_app,
CI-0438,O00475,ORDER_STATUS_REFRESH,2026-08-11T19:46:00,customer_app,
CI-0439,O00047,ORDER_STATUS_REFRESH,2026-08-22T16:04:00,customer_app,
CI-0440,O00789,ORDER_STATUS_REFRESH,2026-08-19T22:57:00,customer_app,
CI-0441,O00331,ORDER_STATUS_REFRESH,2026-08-15T18:04:00,customer_app,
CI-0442,O00194,ETA_VIEW,2026-08-11T17:57:00,customer_app,
CI-0443,O01190,ETA_VIEW,2026-08-24T22:59:00,customer_app,
CI-0444,O01365,HELP_OPENED,2026-08-17T17:59:00,customer_app,
CI-0445,O00913,ORDER_STATUS_REFRESH,2026-08-08T19:18:00,customer_app,
CI-0446,O00027,HELP_OPENED,2026-08-09T11:24:00,customer_app,
CI-0447,O00716,ETA_VIEW,2026-08-04T20:54:00,customer_app,
CI-0448,O01057,ETA_VIEW,2026-08-17T19:51:00,customer_app,
CI-0449,O01195,ORDER_STATUS_REFRESH,2026-08-07T15:01:00,customer_app,
CI-0450,O00931,HELP_OPENED,2026-08-03T23:23:00,customer_app,
CI-0451,O01063,ETA_VIEW,2026-08-27T23:39:00,customer_app,
CI-0452,O01157,ETA_VIEW,2026-08-18T12:57:00,customer_app,
CI-0453,O01315,ORDER_STATUS_REFRESH,2026-08-08T19:50:00,customer_app,
CI-0454,O00355,ORDER_STATUS_REFRESH,2026-08-25T19:50:00,customer_app,
CI-0455,O00784,ORDER_STATUS_REFRESH,2026-08-05T11:39:00,customer_app,
CI-0456,O01009,ETA_VIEW,2026-08-22T12:40:00,customer_app,
CI-0457,O00370,ETA_VIEW,2026-08-12T20:40:00,customer_app,
CI-0458,O01521,ETA_VIEW,2026-08-05T14:34:00,customer_app,
CI-0459,O00451,ETA_VIEW,2026-08-28T20:28:00,customer_app,
CI-0460,O01131,ETA_VIEW,2026-08-05T19:37:00,customer_app,
CI-0461,O00253,ETA_VIEW,2026-08-06T18:29:00,customer_app,
CI-0462,O00958,ORDER_STATUS_REFRESH,2026-08-28T22:25:00,customer_app,
CI-0463,O01022,ORDER_STATUS_REFRESH,2026-08-14T22:00:00,customer_app,
CI-0464,O00743,ETA_VIEW,2026-08-05T21:45:00,customer_app,
CI-0465,O00165,ETA_VIEW,2026-08-05T14:51:00,customer_app,
CI-0466,O00888,ETA_VIEW,2026-08-08T13:05:00,customer_app,
CI-0467,O00603,ORDER_STATUS_REFRESH,2026-08-15T19:44:00,customer_app,
CI-0468,O00208,ORDER_STATUS_REFRESH,2026-08-27T12:43:00,customer_app,
CI-0469,O01047,HELP_OPENED,2026-08-01T13:47:00,customer_app,
CI-0470,O00263,HELP_OPENED,2026-08-18T17:49:00,customer_app,
CI-0471,O00868,HELP_OPENED,2026-08-02T11:26:00,customer_app,
CI-0472,O00511,ETA_VIEW,2026-08-09T19:25:00,customer_app,
CI-0473,O00512,ETA_VIEW,2026-08-27T19:01:00,customer_app,
CI-0474,O00021,ORDER_STATUS_REFRESH,2026-08-10T12:09:00,customer_app,
CI-0475,O00929,ORDER_STATUS_REFRESH,2026-08-07T22:37:00,customer_app,
CI-0476,O00098,ETA_VIEW,2026-08-04T18:53:00,customer_app,
CI-0477,O01532,ETA_VIEW,2026-08-22T19:16:00,customer_app,
CI-0478,O00464,ETA_VIEW,2026-08-12T22:57:00,customer_app,
CI-0479,O01484,ETA_VIEW,2026-08-08T19:43:00,customer_app,
CI-0480,O01498,ORDER_STATUS_REFRESH,2026-08-07T20:36:00,customer_app,
CI-0481,O00309,HELP_OPENED,2026-08-18T18:30:00,customer_app,
CI-0482,O00594,HELP_OPENED,2026-08-15T13:44:00,customer_app,
CI-0483,O00398,HELP_OPENED,2026-08-24T00:14:00,customer_app,
CI-0484,O01314,ETA_VIEW,2026-08-03T17:38:00,customer_app,
CI-0485,O00276,ORDER_STATUS_REFRESH,2026-08-08T18:56:00,customer_app,
CI-0486,O01233,ORDER_STATUS_REFRESH,2026-08-05T19:18:00,customer_app,
CI-0487,O00791,ETA_VIEW,2026-08-22T19:19:00,customer_app,
CI-0488,O00717,ORDER_STATUS_REFRESH,2026-08-21T17:27:00,customer_app,
CI-0489,O00378,ETA_VIEW,2026-08-23T19:24:00,customer_app,
CI-0490,O01593,ETA_VIEW,2026-08-20T13:41:00,customer_app,
CI-0491,O00948,HELP_OPENED,2026-08-20T18:32:00,customer_app,
CI-0492,O01132,ORDER_STATUS_REFRESH,2026-08-19T18:33:00,customer_app,
CI-0493,O00129,ETA_VIEW,2026-08-12T13:12:00,customer_app,
CI-0494,O00598,ORDER_STATUS_REFRESH,2026-08-01T19:53:00,customer_app,
CI-0495,O00706,HELP_OPENED,2026-08-22T17:55:00,customer_app,
CI-0496,O00314,ETA_VIEW,2026-08-04T12:06:00,customer_app,
CI-0497,O00972,ETA_VIEW,2026-08-11T12:23:00,customer_app,
